,category,href,source,text,title,tokens,text_short
263,['forums'],http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Could-this-be-Aspergers-or-ODD-I-am-in-tears-and-at-the-end-of-my-tether/show/1561887,http://www.medhelp.org,"
        Have you considered having him diagnosed? Our aspie child needed therapy to help work on the issues you mention. They do blame other people for things, they make odd noises, fidget, don't make friends, and will be picked on in school if the proper things aren't in place to help them. 
In fact we took my son out of public school and home schooled him for two years while we worked on social skills therapy, and getting a proper diagnosis. Now he will be going back to school but with the proper therapy and supports in place.
Asperger child do not mean to sound rude, they just speak matter of fact all the time. They are not capable of putting themselves in your shoes to realize how a comment might affect someone else. If something is, then it just is to them.

I would consider seeing a psychologist or developmental pediatrician who might be able to help you determine if he has Asperger's.  Once we did that....things improved because we were able to obtain the resources to teach my son how to have a conversation without interrupting. And that he can't always blurt out what he's thinking. Etc...certainly not easy of course, but at least you'd have some insight into why he's this way.
    ",Could this be Aspergers or ODD? I am in tears and at the end of my tether!!,"['could', 'this', 'be', 'aspergers', 'or', 'odd', 'i', 'am', 'in', 'tears', 'and', 'at', 'the', 'end', 'of', 'my', 'tether', 'have', 'you', 'considered', 'having', 'him', 'diagnosed', 'our', 'aspie', 'child', 'needed', 'therapy', 'to', 'help', 'work', 'on', 'the', 'issues', 'you', 'mention', 'they', 'do', 'blame', 'other', 'people', 'for', 'things', 'they', 'make', 'odd', 'noises', 'fidget', 'don', 't', 'make', 'friends', 'and', 'will', 'be', 'picked', 'on', 'in', 'school', 'if', 'the', 'proper', 'things', 'aren', 't', 'in', 'place', 'to', 'help', 'them', 'in', 'fact', 'we', 'took', 'my', 'son', 'out', 'of', 'public', 'school', 'and', 'home', 'schooled', 'him', 'for', 'two', 'years', 'while', 'we', 'worked', 'on', 'social', 'skills', 'therapy', 'and', 'getting', 'a', 'proper', 'diagnosis', 'now', 'he', 'will', 'be', 'going', 'back', 'to', 'school', 'but', 'with', 'the', 'proper', 'therapy', 'and', 'supports', 'in', 'place', 'asperger', 'child', 'do', 'not', 'mean', 'to', 'sound', 'rude', 'they', 'just', 'speak', 'matter', 'of', 'fact', 'all', 'the', 'time', 'they', 'are', 'not', 'capable', 'of', 'putting', 'themselves', 'in', 'your', 'shoes', 'to', 'realize', 'how', 'a', 'comment', 'might', 'affect', 'someone', 'else', 'if', 'something', 'is', 'then', 'it', 'just', 'is', 'to', 'them', 'i', 'would', 'consider', 'seeing', 'a', 'psychologist', 'or', 'developmental', 'pediatrician', 'who', 'might', 'be', 'able', 'to', 'help', 'you', 'determine', 'if', 'he', 'has', 'asperger', 's', 'once', 'we', 'did', 'that', 'things', 'improved', 'because', 'we', 'were', 'able', 'to', 'obtain', 'the', 'resources', 'to', 'teach', 'my', 'son', 'how', 'to', 'have', 'a', 'conversation', 'without', 'interrupting', 'and', 'that', 'he', 'can', 't', 'always', 'blurt', 'out', 'what', 'he', 's', 'thinking', 'etc', 'certainly', 'not', 'easy', 'of', 'course', 'but', 'at', 'least', 'you', 'd', 'have', 'some', 'insight', 'into', 'why', 'he', 's', 'this', 'way']","
        Have you considered having him diagnosed? Our aspie child needed therapy to help work on the issues you mention. They do blame other people for things, they make odd noises, fidget, don't make friends, and will be picked on in school if the proper things aren't in place to help them. 
In fa"
264,['forums'],http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/How-do-i-convice-my-husband-to-stop-giving-our-autistic-son-milk/show/1562437,http://www.medhelp.org,"
        HI, I understand your frustration. Take hubby to the next paed appointment and bring this up with the dr in front of your hubby. That way you both heard it from the paed. Just be careful what you do with diet as we have a son that has issues with food and he has just been diagnosed with severe anaemia. They need the nutrients to grow and for brain development. Good Luck
    ",How do i convice my husband to stop giving our autistic son milk?,"['how', 'do', 'i', 'convice', 'my', 'husband', 'to', 'stop', 'giving', 'our', 'autistic', 'son', 'milk', 'hi', 'i', 'understand', 'your', 'frustration', 'take', 'hubby', 'to', 'the', 'next', 'paed', 'appointment', 'and', 'bring', 'this', 'up', 'with', 'the', 'dr', 'in', 'front', 'of', 'your', 'hubby', 'that', 'way', 'you', 'both', 'heard', 'it', 'from', 'the', 'paed', 'just', 'be', 'careful', 'what', 'you', 'do', 'with', 'diet', 'as', 'we', 'have', 'a', 'son', 'that', 'has', 'issues', 'with', 'food', 'and', 'he', 'has', 'just', 'been', 'diagnosed', 'with', 'severe', 'anaemia', 'they', 'need', 'the', 'nutrients', 'to', 'grow', 'and', 'for', 'brain', 'development', 'good', 'luck']","
        HI, I understand your frustration. Take hubby to the next paed appointment and bring this up with the dr in front of your hubby. That way you both heard it from the paed. Just be careful what you do with diet as we have a son that has issues with food and he has just been diagnosed with sev"
265,['forums'],http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/infections-/show/1551247,http://www.medhelp.org,"
        sorry i forgot to mention she's four now and she is autistic 
    ",infections ,"['infections', 'sorry', 'i', 'forgot', 'to', 'mention', 'she', 's', 'four', 'now', 'and', 'she', 'is', 'autistic']","
        sorry i forgot to mention she's four now and she is autistic 
    "
266,['forums'],http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Is-my-5-year-old-autistic/show/1558749,http://www.medhelp.org,"
        I (the father of the child in this matter) would like to add a couple of things, which might clarify our daughter's bahaviour.

The things that concern us the most is that she is not capable of following instructions when she (for whatever motive) does not feel like following them:
- She throws herself on the street while crossing just because she didn't get the toy she wanted. One can forget any kind of reasoning in those situations.
- When she likes something (like my wife said earlier) she has to repeat that all day long for days on end (sometimes weeks even). It does not seem like a 'compulsive' thing though, it is more obsessive than anything else.
- She barely sits still. As in that she will sit at the table to eat, takes two bites and just walks away. If it doesn't interest her somehow, she just walks away and starts doing her own thing.
- It is very hard for her to follow any kind of routine other than what she adapted herself.

Putting this all together, we are concerned about the fact that in about a year she will have to go to school. The way we know her, we don't see her capable of following the regime of a school, where she actually has to follow instructions of an authority.
She likes to do thing that challenge her intellectually, but it has to be her pick, in the way she wants to. If not, she either just walks away, or if we insist she throws a tantrum.

Now, what we are tying to figure out is whether we might have to have her checked for a potential disorder (whichever that might be) or whether she is just a bit of a spoiled brat. ;-)
Not that the disorder scenario would be a big deal, but it would allow us to better understand 'her world' and guide her appropriately.

Our concern is really only as far as it concerns her best interest. So we want to make sure that she gets the right kind of attention and treatment that helps her develop in the best way that we can offer her.
    ",Is my 5 year old autistic?,"['is', 'my', '5', 'year', 'old', 'autistic', 'i', 'the', 'father', 'of', 'the', 'child', 'in', 'this', 'matter', 'would', 'like', 'to', 'add', 'a', 'couple', 'of', 'things', 'which', 'might', 'clarify', 'our', 'daughter', 's', 'bahaviour', 'the', 'things', 'that', 'concern', 'us', 'the', 'most', 'is', 'that', 'she', 'is', 'not', 'capable', 'of', 'following', 'instructions', 'when', 'she', 'for', 'whatever', 'motive', 'does', 'not', 'feel', 'like', 'following', 'them', 'she', 'throws', 'herself', 'on', 'the', 'street', 'while', 'crossing', 'just', 'because', 'she', 'didn', 't', 'get', 'the', 'toy', 'she', 'wanted', 'one', 'can', 'forget', 'any', 'kind', 'of', 'reasoning', 'in', 'those', 'situations', 'when', 'she', 'likes', 'something', 'like', 'my', 'wife', 'said', 'earlier', 'she', 'has', 'to', 'repeat', 'that', 'all', 'day', 'long', 'for', 'days', 'on', 'end', 'sometimes', 'weeks', 'even', 'it', 'does', 'not', 'seem', 'like', 'a', 'compulsive', 'thing', 'though', 'it', 'is', 'more', 'obsessive', 'than', 'anything', 'else', 'she', 'barely', 'sits', 'still', 'as', 'in', 'that', 'she', 'will', 'sit', 'at', 'the', 'table', 'to', 'eat', 'takes', 'two', 'bites', 'and', 'just', 'walks', 'away', 'if', 'it', 'doesn', 't', 'interest', 'her', 'somehow', 'she', 'just', 'walks', 'away', 'and', 'starts', 'doing', 'her', 'own', 'thing', 'it', 'is', 'very', 'hard', 'for', 'her', 'to', 'follow', 'any', 'kind', 'of', 'routine', 'other', 'than', 'what', 'she', 'adapted', 'herself', 'putting', 'this', 'all', 'together', 'we', 'are', 'concerned', 'about', 'the', 'fact', 'that', 'in', 'about', 'a', 'year', 'she', 'will', 'have', 'to', 'go', 'to', 'school', 'the', 'way', 'we', 'know', 'her', 'we', 'don', 't', 'see', 'her', 'capable', 'of', 'following', 'the', 'regime', 'of', 'a', 'school', 'where', 'she', 'actually', 'has', 'to', 'follow', 'instructions', 'of', 'an', 'authority', 'she', 'likes', 'to', 'do', 'thing', 'that', 'challenge', 'her', 'intellectually', 'but', 'it', 'has', 'to', 'be', 'her', 'pick', 'in', 'the', 'way', 'she', 'wants', 'to', 'if', 'not', 'she', 'either', 'just', 'walks', 'away', 'or', 'if', 'we', 'insist', 'she', 'throws', 'a', 'tantrum', 'now', 'what', 'we', 'are', 'tying', 'to', 'figure', 'out', 'is', 'whether', 'we', 'might', 'have', 'to', 'have', 'her', 'checked', 'for', 'a', 'potential', 'disorder', 'whichever', 'that', 'might', 'be', 'or', 'whether', 'she', 'is', 'just', 'a', 'bit', 'of', 'a', 'spoiled', 'brat', 'not', 'that', 'the', 'disorder', 'scenario', 'would', 'be', 'a', 'big', 'deal', 'but', 'it', 'would', 'allow', 'us', 'to', 'better', 'understand', 'her', 'world', 'and', 'guide', 'her', 'appropriately', 'our', 'concern', 'is', 'really', 'only', 'as', 'far', 'as', 'it', 'concerns', 'her', 'best', 'interest', 'so', 'we', 'want', 'to', 'make', 'sure', 'that', 'she', 'gets', 'the', 'right', 'kind', 'of', 'attention', 'and', 'treatment', 'that', 'helps', 'her', 'develop', 'in', 'the', 'best', 'way', 'that', 'we', 'can', 'offer', 'her']","
        I (the father of the child in this matter) would like to add a couple of things, which might clarify our daughter's bahaviour.

The things that concern us the most is that she is not capable of following instructions when she (for whatever motive) does not feel like following them:
- She th"
267,['forums'],http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Is-my-son-autistic/show/1537692,http://www.medhelp.org,"
        Your post caught my attention, as I have a 6 y.o. child diagnosed with Asperger's Syndrome and I am well familiar with the warning signals. The behaviors you describe are very familiar and concerning. We experienced those same behaviors and more at that age. I would definitely seek the help of a professional, but please beware of pediatricians! Unfortunately, a lot of pediatricians are not trained to identify autism, especially where they use a basic developmental screening test that does not necessarily raise flags for autism. I was told by three different pediatricians that my child's developmental delays and weird behaviors were 'normal' and not of concern. I believe they may have been eluded by my son's great eye contact and outgoing nature. I'm sure you understand that the earlier you catch it the better your chances for successful intervention. Since your son is under 3 you will qualify for services provided by the state. Please, seek the help of a professional who has extensive experience with autism specifically!! And hang in there, things are going to be challenging and exhausting (I'm sure they already are), but you are asking the right questions now and that's going to help you so much. 

Good luck with your journey! My heart goes out to you...
    ",Is my son autistic?,"['is', 'my', 'son', 'autistic', 'your', 'post', 'caught', 'my', 'attention', 'as', 'i', 'have', 'a', '6', 'y', 'o', 'child', 'diagnosed', 'with', 'asperger', 's', 'syndrome', 'and', 'i', 'am', 'well', 'familiar', 'with', 'the', 'warning', 'signals', 'the', 'behaviors', 'you', 'describe', 'are', 'very', 'familiar', 'and', 'concerning', 'we', 'experienced', 'those', 'same', 'behaviors', 'and', 'more', 'at', 'that', 'age', 'i', 'would', 'definitely', 'seek', 'the', 'help', 'of', 'a', 'professional', 'but', 'please', 'beware', 'of', 'pediatricians', 'unfortunately', 'a', 'lot', 'of', 'pediatricians', 'are', 'not', 'trained', 'to', 'identify', 'autism', 'especially', 'where', 'they', 'use', 'a', 'basic', 'developmental', 'screening', 'test', 'that', 'does', 'not', 'necessarily', 'raise', 'flags', 'for', 'autism', 'i', 'was', 'told', 'by', 'three', 'different', 'pediatricians', 'that', 'my', 'child', 's', 'developmental', 'delays', 'and', 'weird', 'behaviors', 'were', 'normal', 'and', 'not', 'of', 'concern', 'i', 'believe', 'they', 'may', 'have', 'been', 'eluded', 'by', 'my', 'son', 's', 'great', 'eye', 'contact', 'and', 'outgoing', 'nature', 'i', 'm', 'sure', 'you', 'understand', 'that', 'the', 'earlier', 'you', 'catch', 'it', 'the', 'better', 'your', 'chances', 'for', 'successful', 'intervention', 'since', 'your', 'son', 'is', 'under', '3', 'you', 'will', 'qualify', 'for', 'services', 'provided', 'by', 'the', 'state', 'please', 'seek', 'the', 'help', 'of', 'a', 'professional', 'who', 'has', 'extensive', 'experience', 'with', 'autism', 'specifically', 'and', 'hang', 'in', 'there', 'things', 'are', 'going', 'to', 'be', 'challenging', 'and', 'exhausting', 'i', 'm', 'sure', 'they', 'already', 'are', 'but', 'you', 'are', 'asking', 'the', 'right', 'questions', 'now', 'and', 'that', 's', 'going', 'to', 'help', 'you', 'so', 'much', 'good', 'luck', 'with', 'your', 'journey', 'my', 'heart', 'goes', 'out', 'to', 'you']","
        Your post caught my attention, as I have a 6 y.o. child diagnosed with Asperger's Syndrome and I am well familiar with the warning signals. The behaviors you describe are very familiar and concerning. We experienced those same behaviors and more at that age. I would definitely seek the help"
268,['forums'],http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/possible-to-develope-autism-in-children/show/1520911,http://www.medhelp.org,"
        Dear Dr. Graff,
My 6 years old nephew was diagnosed with autism.
His mother gives him numerious supplements ( 17 all together ) a day and firmly believes that by doing it she could cure him.
This child attends a special kindegarten for autistic children for the last two years and once a week he attends a developemental centre for children with Dawn syndrome.
This child could speak some words and understand meaning of commands but has no speech as such.
He could tell what is on the picture ( eg. house, car ) when we show it to him, could say: red ball, go, up, could count from 1 to 10.
He eats the same food every day since he was 2 years old and refuses to try something new.  My sister sit him in a high chair to eat and do not let him go untill he finishes foot.  It takes up to 1-2hours.
When in kindergarten he sits with other kids around normal table.
This boy is hyperactive at times and seems not interested in adults or chldren.  Yet, he plays with me, asking me to hug me and to kiss me and is doing a lot of physical movements ( like crawling towards my legs when I am sitting ), jumping from my lap ( etc ).
Questions: do you belive that numerious supplements could cure such child?
Do you agree with his mother to fit him in high chair for 1-2 hours daily when he is at home?
Do you think it is wise to take him to the developement centre with children suffering with Dawn syndrome?
My sister said he has high IQ ( she didn't tell the score ).
Do you belive that a child, who is almost not verbal could have high IQ?
Sorry for the long list of questions.
I would really appreciate your answers.
    ",possible to develope autism in children?,"['possible', 'to', 'develope', 'autism', 'in', 'children', 'dear', 'dr', 'graff', 'my', '6', 'years', 'old', 'nephew', 'was', 'diagnosed', 'with', 'autism', 'his', 'mother', 'gives', 'him', 'numerious', 'supplements', '17', 'all', 'together', 'a', 'day', 'and', 'firmly', 'believes', 'that', 'by', 'doing', 'it', 'she', 'could', 'cure', 'him', 'this', 'child', 'attends', 'a', 'special', 'kindegarten', 'for', 'autistic', 'children', 'for', 'the', 'last', 'two', 'years', 'and', 'once', 'a', 'week', 'he', 'attends', 'a', 'developemental', 'centre', 'for', 'children', 'with', 'dawn', 'syndrome', 'this', 'child', 'could', 'speak', 'some', 'words', 'and', 'understand', 'meaning', 'of', 'commands', 'but', 'has', 'no', 'speech', 'as', 'such', 'he', 'could', 'tell', 'what', 'is', 'on', 'the', 'picture', 'eg', 'house', 'car', 'when', 'we', 'show', 'it', 'to', 'him', 'could', 'say', 'red', 'ball', 'go', 'up', 'could', 'count', 'from', '1', 'to', '10', 'he', 'eats', 'the', 'same', 'food', 'every', 'day', 'since', 'he', 'was', '2', 'years', 'old', 'and', 'refuses', 'to', 'try', 'something', 'new', 'my', 'sister', 'sit', 'him', 'in', 'a', 'high', 'chair', 'to', 'eat', 'and', 'do', 'not', 'let', 'him', 'go', 'untill', 'he', 'finishes', 'foot', 'it', 'takes', 'up', 'to', '1', '2hours', 'when', 'in', 'kindergarten', 'he', 'sits', 'with', 'other', 'kids', 'around', 'normal', 'table', 'this', 'boy', 'is', 'hyperactive', 'at', 'times', 'and', 'seems', 'not', 'interested', 'in', 'adults', 'or', 'chldren', 'yet', 'he', 'plays', 'with', 'me', 'asking', 'me', 'to', 'hug', 'me', 'and', 'to', 'kiss', 'me', 'and', 'is', 'doing', 'a', 'lot', 'of', 'physical', 'movements', 'like', 'crawling', 'towards', 'my', 'legs', 'when', 'i', 'am', 'sitting', 'jumping', 'from', 'my', 'lap', 'etc', 'questions', 'do', 'you', 'belive', 'that', 'numerious', 'supplements', 'could', 'cure', 'such', 'child', 'do', 'you', 'agree', 'with', 'his', 'mother', 'to', 'fit', 'him', 'in', 'high', 'chair', 'for', '1', '2', 'hours', 'daily', 'when', 'he', 'is', 'at', 'home', 'do', 'you', 'think', 'it', 'is', 'wise', 'to', 'take', 'him', 'to', 'the', 'developement', 'centre', 'with', 'children', 'suffering', 'with', 'dawn', 'syndrome', 'my', 'sister', 'said', 'he', 'has', 'high', 'iq', 'she', 'didn', 't', 'tell', 'the', 'score', 'do', 'you', 'belive', 'that', 'a', 'child', 'who', 'is', 'almost', 'not', 'verbal', 'could', 'have', 'high', 'iq', 'sorry', 'for', 'the', 'long', 'list', 'of', 'questions', 'i', 'would', 'really', 'appreciate', 'your', 'answers']","
        Dear Dr. Graff,
My 6 years old nephew was diagnosed with autism.
His mother gives him numerious supplements ( 17 all together ) a day and firmly believes that by doing it she could cure him.
This child attends a special kindegarten for autistic children for the last two years and once a wee"
269,['forums'],http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/inappropriate-sexual-behavior-in-kids-with-autism/show/1525591,http://www.medhelp.org,"
        In my oppinion, sexual (self)stimulation in this case is need for two things:
1. reducing stressssss
2. feeling own the borders of own body

Try to imagine, that social rules are not self explaining for autistics. From autistic view, they are mostly absurd, ineffective and have to be learned with high cognitive efforts - and tolerating the irritation or cognitive dissonance to adapt those (absurd) behaviours.
So separating between inner motivation and outer requirements...

The humanoid system of sexual arousal is implemented basically before puberty, from (not later than) birth. There is no ejaculation before puberty, but the relaxing phasis at the end of orgasm can felt.
To avoid stimulation (looking) in public, it's necessary to avoid stressors (unknown situations/people/locations, crowds, people watching the kid directly) and focussing on well known objects (maybe a thing, which the kid is carrying whole time or things with simple geometrics and colour e.g. cube from plastics). In summary, try to substitute self stimulation.

Referring to Temple Grandin, maybe pressure to the body (e.g. if possible heavy jacket/vest or braces (suspenders? those old fashioned things to keep trousers up)) can help the kid to sense its corporal borders.
 
    ",inappropriate sexual behavior in kids with autism,"['inappropriate', 'sexual', 'behavior', 'in', 'kids', 'with', 'autism', 'in', 'my', 'oppinion', 'sexual', 'self', 'stimulation', 'in', 'this', 'case', 'is', 'need', 'for', 'two', 'things', '1', 'reducing', 'stressssss', '2', 'feeling', 'own', 'the', 'borders', 'of', 'own', 'body', 'try', 'to', 'imagine', 'that', 'social', 'rules', 'are', 'not', 'self', 'explaining', 'for', 'autistics', 'from', 'autistic', 'view', 'they', 'are', 'mostly', 'absurd', 'ineffective', 'and', 'have', 'to', 'be', 'learned', 'with', 'high', 'cognitive', 'efforts', 'and', 'tolerating', 'the', 'irritation', 'or', 'cognitive', 'dissonance', 'to', 'adapt', 'those', 'absurd', 'behaviours', 'so', 'separating', 'between', 'inner', 'motivation', 'and', 'outer', 'requirements', 'the', 'humanoid', 'system', 'of', 'sexual', 'arousal', 'is', 'implemented', 'basically', 'before', 'puberty', 'from', 'not', 'later', 'than', 'birth', 'there', 'is', 'no', 'ejaculation', 'before', 'puberty', 'but', 'the', 'relaxing', 'phasis', 'at', 'the', 'end', 'of', 'orgasm', 'can', 'felt', 'to', 'avoid', 'stimulation', 'looking', 'in', 'public', 'it', 's', 'necessary', 'to', 'avoid', 'stressors', 'unknown', 'situations', 'people', 'locations', 'crowds', 'people', 'watching', 'the', 'kid', 'directly', 'and', 'focussing', 'on', 'well', 'known', 'objects', 'maybe', 'a', 'thing', 'which', 'the', 'kid', 'is', 'carrying', 'whole', 'time', 'or', 'things', 'with', 'simple', 'geometrics', 'and', 'colour', 'e', 'g', 'cube', 'from', 'plastics', 'in', 'summary', 'try', 'to', 'substitute', 'self', 'stimulation', 'referring', 'to', 'temple', 'grandin', 'maybe', 'pressure', 'to', 'the', 'body', 'e', 'g', 'if', 'possible', 'heavy', 'jacket', 'vest', 'or', 'braces', 'suspenders', 'those', 'old', 'fashioned', 'things', 'to', 'keep', 'trousers', 'up', 'can', 'help', 'the', 'kid', 'to', 'sense', 'its', 'corporal', 'borders']","
        In my oppinion, sexual (self)stimulation in this case is need for two things:
1. reducing stressssss
2. feeling own the borders of own body

Try to imagine, that social rules are not self explaining for autistics. From autistic view, they are mostly absurd, ineffective and have to be learne"
270,['forums'],http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Is-this-going-towards-a-diagnosis-of-ASD/show/1534783,http://www.medhelp.org,"
        Also, has been to a neurologist who said he does not have Autism..though child find and other have stated stimming and fleeting eye contact. Thanks 
    ",Is this going towards a diagnosis of ASD,"['is', 'this', 'going', 'towards', 'a', 'diagnosis', 'of', 'asd', 'also', 'has', 'been', 'to', 'a', 'neurologist', 'who', 'said', 'he', 'does', 'not', 'have', 'autism', 'though', 'child', 'find', 'and', 'other', 'have', 'stated', 'stimming', 'and', 'fleeting', 'eye', 'contact', 'thanks']","
        Also, has been to a neurologist who said he does not have Autism..though child find and other have stated stimming and fleeting eye contact. Thanks 
    "
271,['forums'],http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/could-my-4-yr-old-be-autistic--please-help-me/show/1519402,http://www.medhelp.org,"
        Thank you for your answer, but ive been trying to get her assessed but they keep telling me shes too young, and to leave it for a few years. i darent leave it. when she was a bit younger she use to shut everyones gates down the street, even if there were shut she would open them and shut it again and i mean every gate she didnt miss one when i tried to take her hand and walk a little faster she use to scream in a rage and shout i need to shut the gates. so id put her down and she carry on with shutting the gates. when i take her to school now we can only have one route to school, if i change the route she panicks and starts screaming. 
    ","could my 4 yr old be autistic, please help me.","['could', 'my', '4', 'yr', 'old', 'be', 'autistic', 'please', 'help', 'me', 'thank', 'you', 'for', 'your', 'answer', 'but', 'ive', 'been', 'trying', 'to', 'get', 'her', 'assessed', 'but', 'they', 'keep', 'telling', 'me', 'shes', 'too', 'young', 'and', 'to', 'leave', 'it', 'for', 'a', 'few', 'years', 'i', 'darent', 'leave', 'it', 'when', 'she', 'was', 'a', 'bit', 'younger', 'she', 'use', 'to', 'shut', 'everyones', 'gates', 'down', 'the', 'street', 'even', 'if', 'there', 'were', 'shut', 'she', 'would', 'open', 'them', 'and', 'shut', 'it', 'again', 'and', 'i', 'mean', 'every', 'gate', 'she', 'didnt', 'miss', 'one', 'when', 'i', 'tried', 'to', 'take', 'her', 'hand', 'and', 'walk', 'a', 'little', 'faster', 'she', 'use', 'to', 'scream', 'in', 'a', 'rage', 'and', 'shout', 'i', 'need', 'to', 'shut', 'the', 'gates', 'so', 'id', 'put', 'her', 'down', 'and', 'she', 'carry', 'on', 'with', 'shutting', 'the', 'gates', 'when', 'i', 'take', 'her', 'to', 'school', 'now', 'we', 'can', 'only', 'have', 'one', 'route', 'to', 'school', 'if', 'i', 'change', 'the', 'route', 'she', 'panicks', 'and', 'starts', 'screaming']","
        Thank you for your answer, but ive been trying to get her assessed but they keep telling me shes too young, and to leave it for a few years. i darent leave it. when she was a bit younger she use to shut everyones gates down the street, even if there were shut she would open them and shut it"
272,['forums'],http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/help-I-dont-know-how-to-help-her/show/1512963,http://www.medhelp.org,"
        My gosh..she sounds alot like my son..and he was just diagnosed with Asperger's last week.  I would seek another opinion..you know your kid better than anybody!
    ",help I dont know how to help her,"['help', 'i', 'dont', 'know', 'how', 'to', 'help', 'her', 'my', 'gosh', 'she', 'sounds', 'alot', 'like', 'my', 'son', 'and', 'he', 'was', 'just', 'diagnosed', 'with', 'asperger', 's', 'last', 'week', 'i', 'would', 'seek', 'another', 'opinion', 'you', 'know', 'your', 'kid', 'better', 'than', 'anybody']","
        My gosh..she sounds alot like my son..and he was just diagnosed with Asperger's last week.  I would seek another opinion..you know your kid better than anybody!
    "
273,['forums'],http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Grandson-with-Aspergers-Syndrome/show/1480855,http://www.medhelp.org,"
        I also have aspergers syndrome. if you need any advice i am here to talk. what your grandson needs is someone like me. i am also 15. i think what your grandson needs is someone who is sensible, with aspergers syndrome and 15 to talk to. i hop i have helped in some way. 
    ",Grandson with Asperger's Syndrome,"['grandson', 'with', 'asperger', 's', 'syndrome', 'i', 'also', 'have', 'aspergers', 'syndrome', 'if', 'you', 'need', 'any', 'advice', 'i', 'am', 'here', 'to', 'talk', 'what', 'your', 'grandson', 'needs', 'is', 'someone', 'like', 'me', 'i', 'am', 'also', '15', 'i', 'think', 'what', 'your', 'grandson', 'needs', 'is', 'someone', 'who', 'is', 'sensible', 'with', 'aspergers', 'syndrome', 'and', '15', 'to', 'talk', 'to', 'i', 'hop', 'i', 'have', 'helped', 'in', 'some', 'way']","
        I also have aspergers syndrome. if you need any advice i am here to talk. what your grandson needs is someone like me. i am also 15. i think what your grandson needs is someone who is sensible, with aspergers syndrome and 15 to talk to. i hop i have helped in some way. 
    "
274,['forums'],http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Aspergers-or-difficult-child-Help/show/1491414,http://www.medhelp.org,"
        My son (8 years old) has Sensory Processing Disorder (aka Sensory Integration Disorder)...That could be one of you daughter's issues - socks lined perfectly on toes...doesn't like hugs...
    ",Aspergers or difficult child??? Help,"['aspergers', 'or', 'difficult', 'child', 'help', 'my', 'son', '8', 'years', 'old', 'has', 'sensory', 'processing', 'disorder', 'aka', 'sensory', 'integration', 'disorder', 'that', 'could', 'be', 'one', 'of', 'you', 'daughter', 's', 'issues', 'socks', 'lined', 'perfectly', 'on', 'toes', 'doesn', 't', 'like', 'hugs']","
        My son (8 years old) has Sensory Processing Disorder (aka Sensory Integration Disorder)...That could be one of you daughter's issues - socks lined perfectly on toes...doesn't like hugs...
    "
