,title,source,category,text,href
72,Autism Schools and Education Facilities – The Ultimate Guide,https://www.autismparentingmagazine.com/,category-autism-articles,"As we all know, no two children diagnosed with autism spectrum disorder are alike.  Experts agree, children with autism learn differently and have a wide range of developmental and educational needs. Unfortunately, teachers and support staff are often unfamiliar with the special needs of kids diagnosed with autism and struggle to teach them effectively.  And,… 
",https://www.autismparentingmagazine.com/autism-schools/
73,Best Essential Oils for Autism and ADHD – The Ultimate Guide,https://www.autismparentingmagazine.com/,category-autism-articles,"  When you hear the words “essential oils,” one image that might pop into your mind is going to the spa for some much-needed relaxation. Essentials oils are sometimes associated with spas because they are often used by a massage therapist or masseuse during a therapy session. But did you know essential oils can be… 
",https://www.autismparentingmagazine.com/essential-oils-for-autism-adhd-add/
74,Autism Friendly Products and Services – The Ultimate Guide,https://www.autismparentingmagazine.com/,category-autism-articles,"Are you having a tough time finding autism friendly products and services when you need them? Is it hard to find locate autism friendly activities, vacation spots or sensory toys? Providing families affected by autism and those individuals diagnosed on the spectrum with the latest information is a key objective here at Autism Parenting Magazine. … 
",https://www.autismparentingmagazine.com/autism-friendly-products-services/
75,Autism Resources for Parents – The Ultimate New Guide,https://www.autismparentingmagazine.com/,category-autism-articles,"Are you looking for Autism Resources to help you and your child? With its vast amount of data and accessibility, the Internet has become a powerful tool in the search for up-to-date information. Chances are, however, you don’t have the extra time needed to filter the infinite amount of autism resources and information as you… 
",https://www.autismparentingmagazine.com/autism-resources-parents/
76,Helping People With Autism Communicate in a Disaster,https://www.autismparentingmagazine.com/,category-autism-articles,"Lately, the news has been immersed in images of the city of Houston, Texas  swallowed by a torrent of flood water.  We’ve felt sympathy for those affected, we’ve  worried about their welfare. And we’ve all probably thought, “What if that was my family?” We hope it will never happen, but sometimes it does.  Fire, flood,… 
",https://www.autismparentingmagazine.com/help-autism-communicate-in-disaster/
77,Helping Special Needs Children Communicate in an Emergency,https://www.autismparentingmagazine.com/,category-autism-articles,"Friendship can lead to some of the most amazing achievements. When Sharon Jalette of Farmingville, NY, was asked by a friend to create an identifying tag for her nonverbal child with autism to wear in the car in the event of an emergency, she jumped at the chance to help.  As the child of a… 
",https://www.autismparentingmagazine.com/autism-communicating-in-emergency/
78,How to Choose the Best GPS Tracker for Your Special Needs Child,https://www.autismparentingmagazine.com/,category-autism-articles,"If you have a child with autism spectrum disorder (ASD), you already know there is a high risk that he/she might try to elope, or wander off without permission.  For such parents, a GPS tracker is not a luxury—it’s a necessity.  There are a large number of products on the market to help protect children… 
",https://www.autismparentingmagazine.com/best-gps-tracker-for-autism/
79,Safety Measures You Need to Take After an Autism Diagnosis,https://www.autismparentingmagazine.com/,category-autism-articles,"After your child has been diagnosed with autism spectrum disorder (ASD), a rush of thoughts may invade your mind.  Many questions might run through your mind: what do I do next? How do I prepare? Why has this happened? How do I cope? Though each question is valid, sometimes the uncertainty of it all can… 
",https://www.autismparentingmagazine.com/safety-measures-after-diagnosis/
80,Keeping Kids with Autism Safe When Violence Erupts,https://www.autismparentingmagazine.com/,category-autism-articles,"Every school must prepare for the unthinkable: violence in the building.  That violence can come from two specific sources: an “internal” source, like a student in the school, or an “external” source, like an intruder that gets into the building with the intent to hurt or kill people. Our administrators, teachers, support staff, and students… 
",https://www.autismparentingmagazine.com/keeping-autism-children-safe/
81,Smart Ways to Deal with Sexuality and Autism,https://www.autismparentingmagazine.com/,category-autism-articles,"Life is filled with challenges for all of us, and for kids on the spectrum, the challenges can be even more difficult.  As anyone who has experience with the spectrum knows, we often concern ourselves with education and social interaction as main goals for helping our kids.  After all, life is made up of one… 
",https://www.autismparentingmagazine.com/dealing-sexuality-and-autism/
82,Simple Ways to Make Pokémon GO! Safe with Autism,https://www.autismparentingmagazine.com/,category-autism-articles,"By now you have probably heard of Pokémon Go!  It is a mobile game developed by Niantic that includes location-based augmentative reality.  In other words, using the GPS on your phone, the game identifies real-world locations near you and the “digital you” on your phone screen searches for, captures and trains Pokémons in your own… 
",https://www.autismparentingmagazine.com/make-pokemon-go-safe/
83,5 Simple Ways to Help Prevent Wandering in Children with Autism,https://www.autismparentingmagazine.com/,category-autism-articles,"If you are a parent to a child with autism, then you may have a child who tries or has tried to escape or elope from your home, your supervision when in public or even from their classroom at school. It can be scary if you think you have 60 seconds to run to the… 
",https://www.autismparentingmagazine.com/prevent-wandering/
84,10 Things Medics Need to Know about Your Autism,https://www.autismparentingmagazine.com/,category-autism-articles,"Accidents happen. We all hope for the best, but being prepared for the unexpected is particularly important for people with autism. The heightened level of anxiety associated with an emergency can turn a challenging event into a nightmare, so being ready is of the utmost importance Owing to the complex and individual nature of autism,… 
",https://www.autismparentingmagazine.com/special-alert-10-things-medics-need-to-know-about-your-autism/
85,Warm Weather Safety,https://www.autismparentingmagazine.com/,category-autism-articles,"Warm Weather Safety By Megan Kelly Summer time is in full swing, and the warm weather is here. Fun in the sun, picnics, swimming, and outdoor play are all enjoyable ways for children to spend the summer season, but safety should always be kept in mind. Since children spend much more time outdoors during the… 
",https://www.autismparentingmagazine.com/warm-weather-safety/
86,Top Advice for Surviving Plane Travel With Your Autistic Child,https://www.autismparentingmagazine.com/,category-autism-articles,"It was not going to be an easy journey seated next to a tired, overstimulated child who needed constant reassurance and who repetitively pushed buttons, opened and closed tray tables, was anxious about flying, and didn’t like crowds. The problems began when we boarded the plane and realized we had been seated in a different… 
",https://www.autismparentingmagazine.com/advice-successful-plane-travel/
87,Cup Stacking Champion Races to the Top of the Pyramid,https://www.autismparentingmagazine.com/,category-autism-articles,"On February 3, 1997, the door to this world opened for me like it does for all of us as we leave the safety of our mother’s womb and begin our journey in this life.  Little did we know that this journey would not only take on a daunting, life-changing twist for me, but also… 
",https://www.autismparentingmagazine.com/cup-stacking-champion-aspergers/
88,10 Benefits of Jigsaw Puzzles For People with Special Needs,https://www.autismparentingmagazine.com/,category-autism-articles,"I am the mother of a beautiful daughter who has autism spectrum disorder (ASD), and by sheer coincidence, I own a puzzle company.  I clearly remember the light bulb moment when I was working on my hobby, which is jigsaw puzzles, and my daughter came over to the table where I was assembling the pieces… 
",https://www.autismparentingmagazine.com/benefits-of-jigsaw-puzzles/
89,Simple Ways Video Self-Modeling Can Help Your ASD Child,https://www.autismparentingmagazine.com/,category-autism-articles,"Are you concerned that your child’s challenging behaviors are unchangeable? Are you worried there’s no way to teach your pre-verbal child? Do you have sleepless nights wondering if your child will ever socialize with peers? This may surprise you, but there’s a technique called video self-modeling that works through all of the challenges listed above… 
",https://www.autismparentingmagazine.com/video-self-modeling-helps-asd/
90,Free Expert Incentive Charts Can Boost Behavioral Change,https://www.autismparentingmagazine.com/,category-autism-articles,"Most of us are familiar with reward or incentive charts. Maybe we first came across them as a child, hoping to receive a star for our chart on the kitchen fridge. Or perhaps we learned about them when studying to be a teacher. Whether you call them sticker charts, star charts, or behavior modification or… 
",https://www.autismparentingmagazine.com/boost-behavioral-change/
91,How to Take Charge of Your Child’s ASD Treatment Now,https://www.autismparentingmagazine.com/,category-autism-articles,"It was an ordinary weekday morning in September.  I was sitting at the kitchen counter working on an assignment for one of my graduate school classes when the phone rang.  The caller ID told me it was someone from my son Alexander’s school, and my mind immediately began to race. Was there a problem? What… 
",https://www.autismparentingmagazine.com/take-charge-childs-asd-treatment/
92,Best Ways to Integrate Tech and Gadget-Like Toys with Autism,https://www.autismparentingmagazine.com/,category-autism-articles,"They don’t make toys like they used to. It’s not uncommon to still see the dolls and action figures of yesteryear, but as we have progressed scientifically and experienced innovative breakthroughs across technologies, toys today are more than that. They’re interactive companions, sometimes designed from a pure entertainment perspective. And, more often than not, they… 
",https://www.autismparentingmagazine.com/integrate-gadget-like-toys-autism/
93,Exciting Ways Sound and Music Can Help Your Child’s Development,https://www.autismparentingmagazine.com/,category-autism-articles,"Autism is a wide, all-encompassing term that covers a variety of conditions, most of which include a difficulty in connecting with others through communication and relationship skills.  First diagnosed in 1943 by the pioneering psychiatrist Leo Kanner, autism has been studied for over half a century, with researchers continuously discovering new methods to help care… 
",https://www.autismparentingmagazine.com/sound-music-for-childs-development/
94,Autism Therapies and Solutions – The Ultimate Guide,https://www.autismparentingmagazine.com/,category-autism-articles,"An exclusive Autism Parenting Magazine guide Finding the best method for treating autism is often a challenge for the loved ones of children and adults with autism spectrum disorder (ASD).  Because no two people with ASD are exactly the same, it’s vital to choose a method of treatment and therapy and an intervention plan that… 
",https://www.autismparentingmagazine.com/autism-therapies/
95,Autism Mom’s Self Care: 6 Quick Ways To Reduce Stress and Gain Clarity,https://www.autismparentingmagazine.com/,category-autism-articles,"On top of the “duties” of everyday life, dealing with unscheduled meltdowns, potty training issues, countless therapy sessions, and endless fighting with the school system to get the much-needed and well-deserved accommodations and services, parenting a child with autism can be VERY stressful and overwhelming. Many parents may attest to the fact that we become… 
",https://www.autismparentingmagazine.com/ways-reducing-stress-gain-clarity/
96,The Awesome Rewards of a School Service Dog for Kids with Autism,https://www.autismparentingmagazine.com/,category-autism-articles,"Families navigating through the world of autism spectrum disorder (ASD) face numerous obstacles throughout everyday life. Events and situations that many people take for granted, such as owning a pet or interacting with a domesticated animal, may pose great challenges. Animals, especially dogs, are an integral part of American culture. As individuals with autism learn… 
",https://www.autismparentingmagazine.com/service-dog-for-kids-with-autism/
97,Top 10 Ways a Therapy Dog Can Help Your Child with Autism,https://www.autismparentingmagazine.com/,category-autism-articles,"A canine has long been considered ‘man’s best friend.’  A dog’s unconditional love, non-judgment, and faithfulness have often inspired a partnership that brings about many benefits to both canine and human lives. A therapy dog’s main function is to help people emotionally, though physical benefits can result by boosting morale for physical therapy and encouraging… 
",https://www.autismparentingmagazine.com/therapy-dog-can-help/
98,How Craniosacral Therapy Can Make a Big Difference with ASD,https://www.autismparentingmagazine.com/,category-autism-articles,"An autism spectrum disorder (ASD) diagnosis can be difficult news to hear.  Parents of newly diagnosed children, or adults with autism, actively seek out treatment methods that relieve the anxiety and stress that can accompany autism. When anxiety and stress are relieved, daily functions improve, sometimes dramatically.  One gentle and reliable method that can often… 
",https://www.autismparentingmagazine.com/craniosacral-therapy-for-asd/
99,Autism Therapies and Solutions – The Ultimate Guide,https://www.autismparentingmagazine.com/,category-autism-articles,"An exclusive Autism Parenting Magazine guide Finding the best method for treating autism is often a challenge for the loved ones of children and adults with autism spectrum disorder (ASD).  Because no two people with ASD are exactly the same, it’s vital to choose a method of treatment and therapy and an intervention plan that… 
",https://www.autismparentingmagazine.com/autism-therapies/
100,Simple Ways to Help Relieve Your Child’s Stress: Calming Cookie Dough,https://www.autismparentingmagazine.com/,category-autism-articles,"If your child has autism, you are probably quite familiar with sensory processing issues.  Although sensory processing and autism are two separate entities, they often co-exist and each can further complicate the other.  Oftentimes, children with autism have greater difficulties regulating their emotions and behaviors because processing all the sensory stimuli in their world can… 
",https://www.autismparentingmagazine.com/relieve-childs-stress-calming-cookie-dough/
101,New Equine Simulator Therapy Provides a Unique Sense of Calm,https://www.autismparentingmagazine.com/,category-autism-articles,"Horseback riding therapy has been successfully prescribed to treat children and adults with developmental challenges like autism and Asperger’s for several decades now as part of a comprehensive therapeutic package. Scientists concluded long ago that the horse’s multidimensional rhythmic movement, which resembles the natural walking gait of a human, can achieve specific therapeutic outcomes. It… 
",https://www.autismparentingmagazine.com/equine-simulator-therapy/
102,New Research: Program Offers Help for Autism and Sensory Processing Disorder,https://www.autismparentingmagazine.com/,category-autism-articles,"Sensory Processing Disorder (SPD) is closely aligned with autism in that most individuals on the autism spectrum have significant struggles with SPD (autismspeaks.org). Children with sensory impairments find it difficult to process and act upon information received through the senses, resulting in challenges such as clumsiness, anxiety, and social and behavioral problems.  Additionally, many of them have sensory-related sensitivities… 
",https://www.autismparentingmagazine.com/new-research-program-offers-help-for-autism-and-sensory-processing-disorder/
103,LEGO® Therapy: How to Build Connections with Autism – One Brick at a Time,https://www.autismparentingmagazine.com/,category-autism-articles,"Invented by Ole Kirk Kristiansen, the family owned LEGO® Group was founded in 1932, much to the delight of millions of children and adults throughout the world. What we recognize as the modern day LEGO® brick was introduced in 19581.  LEGO® combines two Danish words. “leg godt,” which means play well1. The fundamental premise of LEGO®… 
",https://www.autismparentingmagazine.com/lego-therapy-how-to-build-connections-with-autism-one-brick-at-a-time/
104,Outstanding Tips You’ll Love for Therapy On The Run,https://www.autismparentingmagazine.com/,category-autism-articles,"Every parent’s goal is to have their child generalize the things they learn in therapy to their everyday lives, but that’s exactly the problem, the learning occurs in therapy and then we all go back to our everyday lives.  All too often there is no crossover.  Instead, there is the illusion that therapy needs to… 
",https://www.autismparentingmagazine.com/outstanding-tips-youll-love-for-therapy-on-the-run/
105,Pets Can Make all the Difference in the World of Autism,https://www.autismparentingmagazine.com/,category-autism-therapy,"Recently, a mom was crying to me that her son has autism. I know that “I just got soccer punched in the gut” feeling after the doc says my children are “on the spectrum.”  I listened to all her heart’s concerns and comments with the autism diagnosis. When she was finished I said to her,… 
",https://www.autismparentingmagazine.com/pets-can-make-all-the-difference-in-the-world-of-autism/
106,How Do You Know When Your ASD Child is Being Bullied?,https://www.autismparentingmagazine.com/,category-autism-articles,"Passing by a playground, you’ll sometimes hear bullying remarks like, “Hey, Fatty—the ocean isn’t even big enough for a whale like you!” So painful! Most of us have experienced the physical and/or emotional pain of bullying in our lifetime, the negative effects of which sadly can last a lifetime. Even as adults, we aren’t free… 
",https://www.autismparentingmagazine.com/how-do-you-know-when-your-asd-child-is-being-bullied/
107,"The ABCs of Back to School for ASD Children: Anxiety, Bullying, Confusion…",https://www.autismparentingmagazine.com/,category-autism-articles,"Oh the wonders of a new school year. Back-to-school shopping, meeting a new teacher, a new colorful classroom welcoming students, new faces, sounds of hundreds of children returning to school, the sights, the sounds, the new routine — all things most neuro-typical children handle with stride but often overwhelm our spectrum children.  Most parents of… 
",https://www.autismparentingmagazine.com/the-abcs-of-back-to-school-for-asd-children-anxiety-bullying-confusion/
108,Anti-Bullying Campaign,https://www.autismparentingmagazine.com/,category-autism-articles,"Anti-Bullying Campaign by Leslie Burby In April, Kevin Healey, a 38 year-old autistic man started a campaign to get stricter laws in England to help eradicate autism focused bullying. Kevin is no stranger to advocating for autism related issues/rights. According to his site (http://www.kevinhealey.net/?page_id=2), “Kevin Healey has been campaigning for autism rights for the last… 
",https://www.autismparentingmagazine.com/anti-bullying-campaign/
109,Hope for Bullied Kids on the Spectrum,https://www.autismparentingmagazine.com/,category-autism-articles,"Bullying by Leslie Burby Bullying is a very real and very prevalent problem among kids and teens on the spectrum.  However, a new study released by Autism Research Group (ARG) and Center for Autism and Related Disorders (CARD) was able to prove that autistic children are able to “detect and respond to lies told by… 
",https://www.autismparentingmagazine.com/hope-bullied-kids-spectrum/
110,Q&A Section – Does bullying belong in an IEP?,https://www.autismparentingmagazine.com/,category-autism-articles,"This is the question of the month as featured in Issue Number 10 Question: Can bullying being put into an IEP? Answer: In the USA and the UK bullying can be addressed in the IEP (Individualized Education Program).  In the USA, IDEA (Individuals with Disabilities Education Act) requires public schools to provide FAPE (Free Appropriate… 
",https://www.autismparentingmagazine.com/qa-section-bullying-belong-iep/
111,Two Special Dads Give the Exciting Gift of Voice,https://www.autismparentingmagazine.com/,category-autism-articles,"Most dads like to give gifts to their children.  Some dads give toys, some give treats.  Others give money, books, or clothes. But one pair of dads—whose children had no speech of their own—gave a gift that meant much more than any of those.  They gave the gift of voice. Brian Whitmer and Scot Wahlquist… 
",https://www.autismparentingmagazine.com/gift-of-voice/
112,5 Steps to Acquiring and Improving Communication Skills for Life,https://www.autismparentingmagazine.com/,category-autism-articles,"Molly was diagnosed with autism at age two. She was quiet—almost non-verbal—and did not play with other children. To communicate, she led her parents to what she wanted or needed. Molly also had severe tantrums and trouble maintaining a regular sleep pattern. She did not appear to be a typical two-year-old.  She seldom smiled or… 
",https://www.autismparentingmagazine.com/steps-improving-communication-skills/
113,Giving a Voice to Special Needs Kids Who Cannot Speak,https://www.autismparentingmagazine.com/,category-autism-articles,"Over the past 17 years, our program, Kid Pan Alley, worked with more than 40,000 children writing songs in schools throughout the country.  Those kids have written more than 2,700 songs, some of which were recorded by top entertainers such as Delbert McClinton, Sissy Spacek, Amy Grant, Kix Brooks, Suzy Bogguss and more.  One was… 
",https://www.autismparentingmagazine.com/giving-voice-non-verbal-kids/
114,5 Great Ways to Better Connect with Your Child with Autism,https://www.autismparentingmagazine.com/,category-autism-articles,"As a parent, a loving, emotional connection with your autism spectrum disorder (ASD) child is likely what you crave above all else.  Chances are that you feel robbed of this as a result of your child’s diagnosis. I know this feeling first-hand. My son (now 19) was diagnosed at the age of five after a… 
",https://www.autismparentingmagazine.com/emotionally-connect-with-asd/
115,The Important Difference Between Conversation and Communication with Autism,https://www.autismparentingmagazine.com/,category-autism-articles,"  It is amazing to watch the interaction between these two young, fun-loving adults.  Both are geniuses in their own way.  One is an artist. The other, a computer whiz.  And they both share a fantastic camaraderie.  They have a special connection and enjoy spending time with each other. They’re both blessed with a sense… 
",https://www.autismparentingmagazine.com/conversation-communication-important-difference/
116,Excellent New Ways to Help Your ASD Child Talk at School,https://www.autismparentingmagazine.com/,category-autism-articles,"We were chatting before our IEP (individualized education plan) team meeting.  Michael, Jacob’s Dad, was narrating the special moments he shared with his son. “Every morning Jacob and I wake up at 5 am. It’s Daddy-son time.  Jacob and I laugh as we play cars and Bat Man. Even when I don’t understand Jacob, it… 
",https://www.autismparentingmagazine.com/excellent-new-ways-to-help-your-asd-child-talk-at-school/
117,School Transitions – What You Need to Ask Special Education Needs Coordinators,https://www.autismparentingmagazine.com/,category-autism-articles,"Note: While the term Special Education Needs Coordinator (SENCO) is specific to the education system in the UK, the following information is valuable for any special education program. The transition to secondary school can be a challenging time for any parent, and there are a number of additional considerations for the transition from primary to… 
",https://www.autismparentingmagazine.com/school-transitions-what-you-need-to-ask-special-education-needs-coordinators/
118,5 Ways to Deal When You Don’t Want to Talk About Your Loved One’s Disability,https://www.autismparentingmagazine.com/,category-autism-articles,"I recently attended a networking dinner during which one guest asked another to share a bit about her previous career in education. “I’m done with that part of my life; I don’t talk about it anymore,” the woman said without a moment’s hesitation. While initially her bluntness seemed fairly rude, later, I found myself admiring… 
",https://www.autismparentingmagazine.com/5-ways-to-deal-when-you-dont-want-to-talk-about-your-loved-ones-disability/
119,Helping Your ASD Teen Survive the Middle School Transition,https://www.autismparentingmagazine.com/,category-autism-articles,"Do you remember going into middle school?  You may have been excited to start but once you got there everything seemed different.  Teachers expected more, friends formed new alliances and left you behind, and you may have felt lost.  Transitioning into middle school is hard for any teen but particularly difficult for teens on the… 
",https://www.autismparentingmagazine.com/helping-your-asd-teen-survive-the-middle-school-transition/
120,Targeting Language Delays,https://www.autismparentingmagazine.com/,category-autism-articles,"By Caroline Lee Many children with autism spectrum disorder need assistance with their listening, language, and whole-word reading skills. The book, Targeting Language Delays: IEP Goals & Activities for Students with Developmental Challenges, written by Speech-Language Pathologist Caroline Lee, sequentially teaches these vital skills using more than 100 goals and activities that can be used… 
",https://www.autismparentingmagazine.com/targeting-language-delays/
121,June Photo Contest,https://www.autismparentingmagazine.com/,category-competition,"    Win all of our back issues worth $239 & get a chance for your photo to be featured in our August cover! Click the link for more details: http://bit.ly/APMagPhotoContest       
",https://www.autismparentingmagazine.com/photocontest/
122,An Aspie Life Living the College Life,https://www.autismparentingmagazine.com/,category-autism-articles,"College is already a tough transition for teens everywhere.  So naturally, it’s a little more difficult when you process social information slower and your anxiety is always at a 10 on a scale of 1-5!  College overall has been a different, but nice, transition. I think that it is mainly due to the fact that… 
",https://www.autismparentingmagazine.com/aspie-life-college-life/
123,The Best Academic Choice for Your Child’s Needs – A Special Guide to Educational Options,https://www.autismparentingmagazine.com/,category-autism-articles,"As parents who quickly become attuned to our child’s strengths, struggles, and achievements, it can be daunting to imagine handing our kid off to a teacher come August. We hope these new adults in our child’s life understand our child just as well as we do. Selecting the right academic environment for your student may… 
",https://www.autismparentingmagazine.com/educational-options-special-guide/
124,Autism Schools and Education Facilities – The Ultimate Guide,https://www.autismparentingmagazine.com/,category-autism-articles,"As we all know, no two children diagnosed with autism spectrum disorder are alike.  Experts agree, children with autism learn differently and have a wide range of developmental and educational needs. Unfortunately, teachers and support staff are often unfamiliar with the special needs of kids diagnosed with autism and struggle to teach them effectively.  And,… 
",https://www.autismparentingmagazine.com/autism-schools/
125,10 Digital Tools That Can Help Your Special Needs Child,https://www.autismparentingmagazine.com/,category-autism-articles,"In my practice as an educator, I worked with children who had different needs, as well as different strengths, that balanced their shortcomings.  No child is the same as the other, autistic or neurotypical, so it’s very difficult to generalize.  I should mention, however, that my experience is mostly with children of preschool and elementary… 
",https://www.autismparentingmagazine.com/digital-tools-can-help-special-needs-child/
126,8 Important IEP Decrees the School Owes You Now!,https://www.autismparentingmagazine.com/,category-autism-articles,"While there are many available ‘tips’ for parents to read up on before going to their child’s Individualized Educational Plan (IEP meeting), the focus of this article will be what the school is obligated to provide you, the parent, prior to, during, and following the IEP meeting. Keep these important points in mind to ensure your child… 
",https://www.autismparentingmagazine.com/important-iep-decrees-at-school/
127,Ways to Achieve Tele-Conference Course Success with Special Abilities,https://www.autismparentingmagazine.com/,category-autism-articles,"Online and tele-conference courses have become prevalent in secondary and post secondary institutions, especially in rural areas.  I have heard more than once that being able to learn in this way is a life skill.  My son was diagnosed as high-functioning autistic when he was three-and-a-half years old. Throughout his education, he has had many… 
",https://www.autismparentingmagazine.com/achieve-teleconference-course-success-with-special-abilities/
128,Expert Advice: Bridging the Gap Between Learning and Living,https://www.autismparentingmagazine.com/,category-autism-articles,"The human story shifts when people resist continuing in a method that is not working for them or their loved ones.  Our current approach to educating individuals with Autism Spectrum Disorder is not working.  Only when families of loved ones with autism begin to resist this approach, while identifying a better alternative, will the story… 
",https://www.autismparentingmagazine.com/bridging-gaps-learning-and-living/
129,How to Find the Best Educational Services for Your Child with ASD,https://www.autismparentingmagazine.com/,category-autism-articles,"Once a student is identified with special needs and embarks upon his/her educational journey on the special education path, various avenues and bridges open that offer an array of related services.  Oftentimes, parents and general educators may not know the who or the what of those specialists that come to support the student’s needs through… 
",https://www.autismparentingmagazine.com/find-best-autism-educational-services/
130,10 Reasons Homeschooling May Be the Best Choice for Your Child with Autism,https://www.autismparentingmagazine.com/,category-autism-articles,"Allow me to introduce myself.  I’m a former elementary school teacher who had no desire to homeschool.  However, the six weeks my son with Autism Spectrum Disorder (ASD) spent in a regular preschool were the worst six weeks of our lives.  He became a completely different child.  Moving to a developmental delay preschool room helped,… 
",https://www.autismparentingmagazine.com/homeschooling-may-be-best-choice/
131,Ways Your Child with ASD Can Benefit from Special Education,https://www.autismparentingmagazine.com/,category-autism-articles,"Chances are if you have a child on the autism spectrum, you are or are going to be very familiar with special education.  Before I had my own sons with autism, I received my bachelors in Special Education from Southern Illinois University at Edwardsville. After graduating, I was a substitute teacher and then landed a… 
",https://www.autismparentingmagazine.com/special-education-benefits/
132,Top Ways Autistic Teens Can Transition to the Workplace,https://www.autismparentingmagazine.com/,category-autism-articles,"“I need to have some tangible success in my life. I want to get up in the morning…and think, Okay, I’m going to work. What am I going to do today at work? And when I come home in the evening feel like I’ve had a long fulfilling day and I’m earning my money. That… 
",https://www.autismparentingmagazine.com/autistic-teens-workplace-transition/
133,Exciting Campaign Launched to Tackle the Autism Employment Gap,https://www.autismparentingmagazine.com/,category-autism-advocacy,"It will be some time before we see a positive result, but the opening shots have been fired in a campaign to encourage the UK Government to tackle the autism employment gap once and for all. High-flying politicians, like Government Minister Penny Mordaunt, have come out in support of the UK’s National Autistic Society (NAS),… 
",https://www.autismparentingmagazine.com/autism-employment-gap-campaign/
134,5 Practical Ways to Help Adults with Autism Gain Employment,https://www.autismparentingmagazine.com/,category-autism-articles,"After I graduated from Oral Roberts University with a Master of Divinity, I was employed four years as a youth pastor. When metro Detroit experienced harsh economic conditions due to the automotive industry I found myself unemployed. For the next two years I struggled for steady employment and sank into a finical sinkhole, unable to… 
",https://www.autismparentingmagazine.com/5-practical-ways-to-help-adults-with-autism-gain-employment/
135,Going Green while Creating Jobs for People on the Spectrum,https://www.autismparentingmagazine.com/,category-autism-articles,"Imagine turning used toys into a sustainable green business that creates employment for people with autism and other challenges. PreLOVED Toys Inc., a San Francisco Bay Area 501(c)(3) nonprofit, proposes to do just that.  Discouraged by the lack of full time employment opportunities for my college-educated son who has Asperger syndrome, and so many others like him, I thought… 
",https://www.autismparentingmagazine.com/going-green-while-creating-jobs-for-people-on-the-spectrum/
136,Workplace Opportunities For All People On The Spectrum,https://www.autismparentingmagazine.com/,category-autism-articles,"If you are the parent of a teenager with autism you may have already begun to think about what adulthood will bring for your child with respect to viable living options, access to necessary services and social opportunities. If you are the parent of a “high-functioning” teen, you may allow yourself to picture a future… 
",https://www.autismparentingmagazine.com/workplace-opportunities-for-all-people-on-the-spectrum/
137,Securing the Future for Your Child with Special Needs,https://www.autismparentingmagazine.com/,category-autism-articles,"I was fortunate enough to join a contingent with The Arc of North Carolina and attend the 2017 Disability Policy Seminar in Washington, DC in March.  It was an incredible learning experience, as I came to better understand the inner workings of our political system and the impact our legislators have on the government benefit… 
",https://www.autismparentingmagazine.com/securing-the-future-for-child/
138,Should Our Family Move to Improve Special Need Services?,https://www.autismparentingmagazine.com/,category-autism-articles,"We are considering moving our family to another school district in the hopes of improving the in-school experience and services for our daughter.  What should we be considering? —James As you know, moving your family is a big decision.  It may change many aspects of your family life including the commute time for Mom and/or… 
",https://www.autismparentingmagazine.com/move-improving-special-needs-services/
139,Tools You Need to Protect Government Benefits,https://www.autismparentingmagazine.com/,category-autism-articles,"In our previous Autism Parenting Magazine column, we discussed government benefits and how to access those benefits.  One item we learned was that in order to access the array of services, your child will have to be eligible, which means he/she cannot have countable assets of more than $2,000 in his/her name—and to remain eligible,… 
",https://www.autismparentingmagazine.com/tools-protecting-government-benefits/
140,Learn How New Military Benefit Can Help Support Your Child for Life,https://www.autismparentingmagazine.com/,category-autism-articles,"Question: “I am in the military and heard there is a new benefit for military retirees that can help my child with autism.  Is this true?  If so, what is it?” – Jerry The simple answer to your question is YES.  For those individuals who have served our country for their career in one of… 
",https://www.autismparentingmagazine.com/military-benefits-supporting-child/
141,It’s Time to Prepare for Long Term Care for ALL,https://www.autismparentingmagazine.com/,category-autism-articles,"rQuestion: “My father is going through early onset Alzheimer’s and I am watching the financial and emotional stress it is taking on him and my mother.  I can only imagine if that happened to my wife and I while we trying to care for our son with autism.  What can we do? — Rick Answer:… 
",https://www.autismparentingmagazine.com/prepare-for-long-term-care/
142,Can I Open an ABLE Account for My Son Now?,https://www.autismparentingmagazine.com/,category-autism-articles,"Ben asks: “I would like to open an ABLE account for my son (who just got a job and has been accumulating money that is getting close to the $2,000 asset limit) before his benefits are suspended. Can I still open one if my state does not have one yet?” Ben, you ask a very… 
",https://www.autismparentingmagazine.com/can-open-able-account-son-now/
143,Retirement Decisions with a Child with Special Needs,https://www.autismparentingmagazine.com/,category-autism-articles,"Retirement planning is an important area of an individual’s and a family’s life.  Proper planning will allow for a better life and one that is usually more enjoyable.  For most folks in the United States, retirement planning includes saving as much money as they can in their 401(k) and maximizing their monthly social security payment. … 
",https://www.autismparentingmagazine.com/retirement-decisions-child-special-needs/
144,Important Information You Need to Know About ABLE Accounts,https://www.autismparentingmagazine.com/,category-autism-articles,"Randall asks: “I have heard the ABLE accounts can be funded, is this true?” Randall, thank you for your question. The ABLE Act (Achieving a Better Life Experience) was passed in December, 2014 and was finalized at the end of 2015 at a federal level.  The ABLE Act cleared the way for individuals with a… 
",https://www.autismparentingmagazine.com/important-information-able-accounts/
