post id,title,text,href,user id,mother post id
191,Is Asperger's Hereditary ? (Page 1),"
I agree that Aspergers should not be considered a disorder. My boyfriend of 14 months was diagnosed as a child, 15 or so years ago, which I only found out very recently. He was afraid to admit this to me, as he was worried I would see him differently and worry that our children would end up with Aspergers as well. Had he not told me he had been diagnosed, I never would have known, dispite studying years of psychology at university. He is one of the most brilliant people I know, having recently graduated from engineering at a presigious university. The way I see it, Aspergers comes with its advantages and disadvantages. He worked extremely hard on improving his social skills throughout primary and high school, to the point where it is unlikely he would be rediagnosed with Aspergers at this stage. It is definitely not a curse, and in many ways can be a great gift. There is nothing I would like more than for our children to take after their father in every way.
",http://ehealthforum.com/health/is-asperger-s-hereditary-t174875.html,581529,167
192,Is Asperger's Hereditary ? (Page 1),"
hello i think my daighter of 3 has aspergus ,and my partner ,can anyone give me and sign that i think my daughter is showing ,she changes her cloths alot ,wont look at me in the face ,is very very bright .hand washes alot .smells things that normal children wouldnt point out ,and sees thing normal 3 year olds would notis ,like people having new shoes .she wets her self all the time ,but still has nappys at nigth .
",http://ehealthforum.com/health/is-asperger-s-hereditary-t174875.html,603509,167
193,Is Asperger's Hereditary ? (Page 1),"
yes it's heredetary you should consult a doctor first.
",http://ehealthforum.com/health/is-asperger-s-hereditary-t174875.html,534195,167
194,Is Asperger's Hereditary ? (Page 1),"
Auspie Quiz
http://www.rdos.net/eng/Aspie-quiz.php
",http://ehealthforum.com/health/is-asperger-s-hereditary-t174875.html,621314,167
195,why do some dentists still use papoose boards,"
why do some dentists still use papoose boards on autism dental patients do dentists think papoose boards are helpful ............?
",http://ehealthforum.com/health/why-do-some-dentists-still-use-papoose-boards-t441984.html,705648,194
196,Alternate medicines for mental development,"
Can Ganoderma/Excellium be consumed by 2 yr old kid for speech delay and traces of autism?Will it help the kid to improve his mental abilities?
",http://ehealthforum.com/health/alternate-medicines-for-mental-development-t381657.html,582742,195
197,Alternate medicines for mental development,"
There are more than 2000 types of Ganoderma, you need to know which species and which company you are buying from. The best is to ask whether their Ganoderma is sold in Japan & whether it obtained Japan Government's certification.  If not, don't consume.  If both of the above requirements are satisfied then you can give to your kid, if not don't.  Japan is very strict when it comes to Ganoderma, any foreign Ganoderma that wants to penetrate into Japan must be better than the locals otherwise they cannot go in and with the Japan government's certification you can rest assured that it is safe already.  Ganoderma can be consumed by any age because it is a superior herb and it is very effective for brain development & autism.  You just have to find a good one
",http://ehealthforum.com/health/alternate-medicines-for-mental-development-t381657.html,144978,195
198,Alternate medicines for mental development,"
I would also consider for the integrity of the cell, research glutathione. Very effective support of the mental state based on the cell of the brain and other organs.
",http://ehealthforum.com/health/alternate-medicines-for-mental-development-t381657.html,379907,195
199,Alternate medicines for mental development,"
Is Codfish Liver oil a healthy alternative besides these medications for a child with Autism?
",http://ehealthforum.com/health/alternate-medicines-for-mental-development-t381657.html,616321,195
200,Alternate medicines for mental development,"
Very effective support of the mental state based on the cell of the brain and other organs.
",http://ehealthforum.com/health/alternate-medicines-for-mental-development-t381657.html,701267,195
201,jesus is the healer and can heal all diseases,"
in jesus there is hope , my son is autistic and when jesus died on the cross upon his body he took sin and death, he took sickness, illnesses, pain, sorrow diseases and spiritual death and by his wounds we are healed. he set us free from all this and in order to receive a new life being free from sin and death we must receive him into our life as lord and saviour. in the bible he has all these wonderful promises for us to receive, but to receive them we must receive jesus. he came to give us life and to give it to us abundantly, to have the best and most enjoying and satisfying life and to have this life it can only be found in jesus. 
",http://ehealthforum.com/health/jesus-is-the-healer-and-can-heal-all-diseases-t163435.html,154803,200
202,jesus is the healer and can heal all diseases,"
I'm an Apachee and we believe the power to heal comes from within and not a god,for if your god does the healing then does he not make you sick, i walk with the spirits of our mother the earth, most of you have forgotten the face of your father, a horrible and lonely place to be, i am there too,i don't know when it happened and sometimes i feel like i'm chasing my own tail, it may take a while but i'll be centered again.
",http://ehealthforum.com/health/jesus-is-the-healer-and-can-heal-all-diseases-t163435.html,153854,200
203,jesus is the healer and can heal all diseases,"
Once we understand the complexity of being than we can start to except there is a God.
",http://ehealthforum.com/health/jesus-is-the-healer-and-can-heal-all-diseases-t163435.html,379907,200
204,jesus is the healer and can heal all diseases,"
Autism contrary to popular myth, is not a disease.
",http://ehealthforum.com/health/jesus-is-the-healer-and-can-heal-all-diseases-t163435.html,172757,200
205,jesus is the healer and can heal all diseases,"
Jesus is healing my anxiety
",http://ehealthforum.com/health/jesus-is-the-healer-and-can-heal-all-diseases-t163435.html,554491,200
206,jesus is the healer and can heal all diseases,"
I am sure there are plenty of extremely loyal Christian families with autistic family-members. Or better yet, there are plenty of autistic Christians. So why would some equally pious Christians be ""healed"" and others not?
Christ is/was a fantastic symbol, role-model, historic voice, human being, savior, etc. But I feel as if his existence has been seriously misused and misunderstood in many circumstances. 
And I am a Buddhist-Christian, my healing comes from within and from compassion, and from attempting to live a wholesome and healthy lifestyle. Autism can be grown out of, to try and be on subject at all. All I got.
",http://ehealthforum.com/health/jesus-is-the-healer-and-can-heal-all-diseases-t163435.html,555630,200
207,jesus is the healer and can heal all diseases,"
This post has been removed because it did not meet our Community Guidelines.
",http://ehealthforum.com/health/jesus-is-the-healer-and-can-heal-all-diseases-t163435.html,,200
208,Is my son autistic,"
My 3 year old is being evaluated by a preschool Thursday and I am terrified they will say he is autistic. 
He is 3 and has only a few words. Stop, no, go and mama. The rest is initelligeble babble. 
He understands a lot of what you tell him and follows instructions but won't answer questions like ""are you hungry""? By shaking his head. I think this is my fault for not asking enough questions though. But if he doesn't want to do something or doesn't want something you are giving him he shakes his head no. 
He waves points, returns smiles, imitates, etc. He has good eye contact and like playing a game where I cover my face and each time I remove the cover my facial expression changes. He knows how to give high fives and fist bumps. 
The thing is he is very hyperactive. He cannot sit still. He is constantly on the go. Running, jumping playing very loudly. He babbles to himself very loudly and is always squealing and laughing loudly while doing this. 
He also likes to climb things. The stairs, furniture, etc. Once he used a crutch leaning against a bookshelf as a ladder to get some candy I put on the top. If he wants it he'll find a way to climb if I won't give it to him. 
I'm worried because I read that hyperactivity combined with speech delays is almost always autism or pddnos... 
But he does not seem to have sensory issues. He doesn't have a problem with any textures, sights or sounds or get upset at a change in routine or anything like that. 
I don't know how he is socially. He has never been around a child his age and doesn't meet strangers often. Although when he does he doesn't seem to have issues with them. Sometimes he is overly friendly . He has tried to kiss strangers he meets. 
I was worried he might have glue ear because he often acts like his right ear is itchy and sometimes he whines and holds it. He is also congested and breaths out of his mouth. His moth is always open so he drools. 
But when I took him to his ped she said his ears looked fine. Plus as I said he follows instructions and responds to his name almost 100% of the time. 
When he wants something he leads me and his father to it, brings it to us or points.. is it possible this is a sensory process disorder or adhd. I was diagnosed with adhd when I was around his age.
",http://ehealthforum.com/health/is-my-son-autistic-t427486.html,681232,207
209,Is my son autistic,"
Symptoms during childhood
Symptoms of autism are usually noticed first by parents and other caregivers sometime during the child's first 3 years. Although autism is present at birth (congenital), signs of the disorder can be difficult to identify or diagnose during infancy. Parents often become concerned when their toddler does not like to be held; does not seem interested in playing certain games, such as peekaboo; and does not begin to talk. Sometimes, a child will start to talk at the same time as other children the same age, then lose his or her language skills. They also may be confused about their child's hearing abilities. It often seems that a child with autism does not hear, yet at other times, he or she may appear to hear a distant background noise, such as the whistle of a train.
With early and intensive treatment, most children improve their ability to relate to others, communicate, and help themselves as they grow older. Contrary to popular myths about children with autism, very few are completely socially isolated or ""live in a world of their own.""
",http://ehealthforum.com/health/is-my-son-autistic-t427486.html,680168,207
210,Is my son autistic,"
This post has been removed because it did not meet our Community Guidelines.
",http://ehealthforum.com/health/is-my-son-autistic-t427486.html,,207
211,"The Relationship between Imagery, Dyslexia, Hyperlexia and Autis","
Three  sensory-cognitive processing factors underlie language and literacy skills.  Concept Imagery-the ability to image gestalts-is critical to cognition.  Phonemic Awareness-the ability to perceive the number, order and identity of  sounds within words-is critical for reading and spelling. Symbol Imagery-the  ability to visualise letters within sight words-is critical for phonemic  awareness, spelling and contextual reading fluency. Comprehension and critical  thinking require ability to ""dual code"" information-in mental images  and language. Some individuals have weakness in concept imagery and do not  image ""gestalts"" for language. 
They retain  only details or parts of information and struggle with higher order thinking  skills. These individuals are often diagnosed as Hyperlexic, mildly Autistic or  with Asperger's Syndrome. In addition, inaccurate reading prevents or disrupts  imagery. Accurate decoding requires phonemic awareness, which is implicated as  the most pervasive cause of decoding and spelling problems, including those  severe enough to be labelled ""dyslexia"". 
For decoding  and spelling skills to become fluid, phonemic awareness must cross a threshold  to visual imagery for letters and sight words-symbol imagery. When this  function is weak, individuals spell phonetically and have low reading rates and  word recognition skills. Diagnosing and stimulating these three  sensory-cognitive functions is critical to language and literacy  development.  Lindamood-BellÂ®pr
ograms  are made up of a series of specific practices, each targeting these essential  skills that are critical to the reading process. 
",http://ehealthforum.com/health/the-relationship-between-imagery-dyslexia-hyperlexia-and-autis-t197717.html,212549,210
212,"The Relationship between Imagery, Dyslexia, Hyperlexia and Autis","
Very nice information. Thanks for sharing.
",http://ehealthforum.com/health/the-relationship-between-imagery-dyslexia-hyperlexia-and-autis-t197717.html,671336,210
213,Mild PDD - 2 yr old screaming during OT,"
Hello Everyone, 
 
This is Prince from India, my son Srajin 2 year old now. He is lack in eye contact and not responding when we call by his name and also jumping most of the time and flapping all the objects he pick in hand most of the time so we took him to hospital like 5 months ago and Doctor evaluated him and told he is mild PDD and advised us to stop showing him screen related activities(TV,Iphone..) and start OT and Speech therapy as soon as possible. We been doing OT for last 4 months now and we have seen lot of improvement in eye contact and he has reduced jumping and flapping. But still has not started to speak even a single word yet also all this four months while therapist doing OT he is screaming like anything during that time i feel very bad and i couldn't watch my kid crying that hard. And my question is this normal for those kids to cry while doing OT or its not normal. And also i want to be sure that whether i am in right path? please advise. Thanks. 
 
Prince.
",http://ehealthforum.com/health/mild-pdd-yr-old-screaming-during-ot-t413400.html,653377,212
214,Mild PDD - 2 yr old screaming during OT,"
Where's the help on here,sorry Prince I wish I could help,im 40 and just found out I've struggled my whole life with PPD I wish you and your baby the best.
",http://ehealthforum.com/health/mild-pdd-yr-old-screaming-during-ot-t413400.html,687671,212
215,Aspergers Syndrome,"
Hi, 19 years of age and I have been told a few times that I show signs of Aspergers. I have never been tested for AS but I do have the learning disability dyspraxia. From what I have read about AS, I would say that i show a lot of the symptoms. I never have difficulty in understanding people or what they mean, but I do have difficulty when interacting with people as I tend to take things literally. I have no problem in understanding anothers feelings but dont know what to say or do to make people feel better. I have an abnormal amount of different interest, some which people think are weird like collecting stones. I would consider myself to be a bit eccentric, I always stand out where i go and have trouble fitting in. I am a somewhat awkward person without a lot of friends, really only 3. I have difficulty forming relationships and maintaining them. I have a lot of confidence and emotional issues. I feel closed off from people and have difficulty getting close to people. I am overly sensitive and emotionally vulnerable to things around me. I often spend my time repeatedly reading the same books or watching the same shows. I dont go out much and rarely find myself in a situation where i can meet new people. Do i have Aspergers?
",http://ehealthforum.com/health/aspergers-syndrome-t406845.html,637690,214
216,Aspergers Syndrome,"
You may or may not,it could be you just are shy and don;t get enough sleep at night or any number or other things, don't get diagnosed just based on your worries, because if you get diagnosed with it and don't have anything realley wrong with you, you may have to live with the diagnosis on your medical records for a very long time, also dont buy into the psychiatrists drugs, many of them diagnose people just so they can make money off them. And as always good luck to ya.
",http://ehealthforum.com/health/aspergers-syndrome-t406845.html,668662,214
217,Aspergers Syndrome,"
Hi there benjiwade, its hard to diagnose someone with AS without knowing them, but dyspraxia and aspergers can have similar traits. Seek a medical professional opinion
",http://ehealthforum.com/health/aspergers-syndrome-t406845.html,684351,214
218,Aspergers?  Or is she just unfriendly for some reason?,"
I have a 24 yr old acquaintance who used to be a classmate at school. I've known her since she was 4 and have always found her behaviour odd. She never spoke at school. If you tried to say hello to her and speak to her she wouldn't say anything back and didn't seem to like it. If she asked to hang around with you at lunch or break she'd never talk to you either. If you text or email her she won't reply, but she's perfectly open and talkative to her family. She's never shown any interest in her appearance or the sorts of things other girls her age are interested in. She's also very dependent and reliable on her parents even at this age. As she's got older she does talk a litle more openly but you still can't really have a proper conversation with her. She's a clever girl and is now working as a maternity burse. Does she have aspergers? Or is she just unfriendly for some reason? Her sister's are both very sociable and completely different to her.
",http://ehealthforum.com/health/aspergers-or-is-she-just-unfriendly-for-some-reason-t418606.html,663843,217
219,Aspergers?  Or is she just unfriendly for some reason?,"
It could be a number of things, maybe shes shy because of an emotional event in her life so she dosent want to be as open with people she dost know, but still wants freinds maybe her family thought she had aspergers so diagnosed her earley on in her life (prossibly when she dosent have it) and since then she acts the way she dose because she dosent want to offend someone, for the most part as long as her shyness etc. dosent interfer with her normal life it should be fine, wheather she has aspergers or not. Best not to jump to conclusions based off on things that could be taken either way, you've been her freind for 20 years now i think you should know whats best for her and you; and good luck.
",http://ehealthforum.com/health/aspergers-or-is-she-just-unfriendly-for-some-reason-t418606.html,668662,217
220,Aspergers?  Or is she just unfriendly for some reason?,"
I am almost certain that this person has autism. I do. I just always hope people don't find me rude or annyoing. Guess that's a no. I don't try to be mean, i am shy. They didn't ask to have it. I promise you.
",http://ehealthforum.com/health/aspergers-or-is-she-just-unfriendly-for-some-reason-t418606.html,679902,217
221,My husband has asperger's and I am scared to become pregnant,"
We've been married for 9 months and together for 2 years. We have had so many arguments, every time I try to have a normal conversation with him , it turns into an argument. It is very tough to have a conversation back and forth with him. I will ask him something and his answer will be one word, 'yes' or 'no', or 'okay'. Sometimes I tell him what seems to me a big news and I expect a reaction from him or to share his feelings with me or get excited for me and all he says is 'that's good honey'. He is an amazing human being who is very intelligent, compassionate, and is on top of his career. But, the longer I live with him, the more I realize that I'll get to live a life of no laughter and excitement. He has the most beautiful smile, he really does look like a model, but you'd never know because he hardly smiles. Nothing seems humorous to him. I miss his smile so much. He thinks I don't try to understand him and that I label him as 'odd' and he has mentioned he has asperger's to me before but I never looked into it. So, today I took the time to read about it. I never knew it was autism related, I had no idea. I wish so much I looked into this earlier on. The scary part about all of this is that I may be pregnant and now I'm so scared to have a child with asperger's. I am sorry to offend anyone who has asperger's by this topic. I know I sound so selfish but I am really trying hard to understand him, that's why I married him, I love him dearly. I guess I really don't know what to do now. I don't want to leave him because of this syndrome, it is not his fault, and I don't want him to be alone, I cry just thinking about it, but at the same time, I have to think about my life and if I want to live it this way. Thanks in advance for sharing your thoughts. I'd love to hear from women who are married to a man with asperger's and how you've learned to live and be happy with him.
",http://ehealthforum.com/health/my-husband-has-asperger-s-and-i-am-scared-to-become-pregnant-t380102.html,579100,220
222,My husband has asperger's and I am scared to become pregnant,"
I have just become engaged to a man that has aspergers, if he hadnt of told me he had it, i wouldnt have known. Some of the symptoms i can handle. he always like to make sure everything is locked when we leave the house, i always say ive just locked it.. sometimes he needs to be brought down to earth, i am the only one that can ground him. before we moved in together he was use to routine.. he hsa got out of it now and has accepted change.. he prefers it
",http://ehealthforum.com/health/my-husband-has-asperger-s-and-i-am-scared-to-become-pregnant-t380102.html,595619,220
223,My husband has asperger's and I am scared to become pregnant,"
Something the behavior of my partner gets weird. He is getting very hyper with all the horrible expression. It's really scared. 
",http://ehealthforum.com/health/my-husband-has-asperger-s-and-i-am-scared-to-become-pregnant-t380102.html,595636,220
224,My husband has asperger's and I am scared to become pregnant,"
My husband has Aspergers too but its honestly not as scary as it seems. I recommend searching around online for some books to read about marriage and aspergers. That will help you a lot. I'm in the same boat as you because I am pregnant with my first child. My husband and his mother both have aspergers so I know there a good chance my son (we just found out its a boy!) will have it too. There are some advantages and disadvantages to being with someone who has aspergers but you must judge each situation individually. My husband is wonderful. He takes care of everything and even helps me clean the house. He's pretty easy to please and once you understand how to communicate with your husband effectively then things will be so much smoother.
",http://ehealthforum.com/health/my-husband-has-asperger-s-and-i-am-scared-to-become-pregnant-t380102.html,598448,220
225,My husband has asperger's and I am scared to become pregnant,"
Just because he doesnt show humour or express his feelings doesnt mean he doesnt have them. Its difficult for someone with AS to express emotion. Most of the time he probably thinks its funny but it doesnt occur to show he finds it funny and when you tell him something big, hes probably thrilled and excited and proud but doesnt know how to express his feelings. Its hard flr him to interact because he doesnt feel like he fits in and maybe had a hard time growing up so he closed off emotionally, a lot of people with AS are like that. They live in their own bubble and its hard for them to come out. He will definitely feel misunderstood because its hard for people to see or understand things from his perspective. And its never really been proven that people with AS will pass it on to their children. You have just as much chance as having a child with AS as without even if you were with someone who doesnt have AS. You just have to try things together so he can come out of his comfort zone, his bubble, and he will open up more. Try things he feels uncomfortable with like maybe interacting with people, and start small like get him used to being around other people more often. Just little things like that will help a long way and show him that your there behind him and you support him. Hope this helps
",http://ehealthforum.com/health/my-husband-has-asperger-s-and-i-am-scared-to-become-pregnant-t380102.html,637690,220
226,My husband has asperger's and I am scared to become pregnant,"
We only found out about 10 years ago that my father has aspergers. And in some ways it's actually been a blessing he taught me a lot. As a young girl he taught me how things work and we would also make potato radios and all sorts of things. I am now a little misses fix it around the house lol and with electronics. He can teach your children a lot.  Don't worry.
",http://ehealthforum.com/health/my-husband-has-asperger-s-and-i-am-scared-to-become-pregnant-t380102.html,202923,220
227,My husband has asperger's and I am scared to become pregnant,"
I'm a man who has AS. I've never been diagnosed but I know it runs in my family. I also am self aware of how I act, my emotions and my lack of skills in communication. I'm a master manipulator who can put on a good face when needed but left drained and exhausted when trying to act socially ""normal."" We are human beings who love immensely but fail miserably at showing it most of the time. My fianc is pregnant with our child and most of the time I feel lost. 
I look at my siblings and their very distant relationships (all are divorced or separated, etc.) and realize that I may never be able to sustain a long healthy relationship because of how taxing it is on my significant other.  
I love my fianc more than words can express but I've come to the realization that we have every card in the deck stacked against us. I'm still going for it because she is the only woman I've ever felt this way about and who does understand me, for the most part. 
The best advise I can give you is that it will be a roller coaster. He won't understand most, or anything of what you're going through. But from my experience he must love you. I never lasted more than a few weeks with any other woman because I couldn't logically stay with anyone I didn't care about. It isn't completely about you now, if you are pregnant. I know this is an old post. My wish is that you were able to make it work but also the understanding that you do need to be happy. If you can't find that fulfillment with a partner with AS, there's no shame in that. We all should know that it is extremely challenging to make it work and I'd venture to say most fail in regular relationships let alone when a partner has AS.
",http://ehealthforum.com/health/my-husband-has-asperger-s-and-i-am-scared-to-become-pregnant-t380102.html,679667,220
228,Toddler almost 2 possible stimming?,"
My son is a year and a half and about 18 months I realized he was OBSESSED with saying the word CAR. it got to the point where other words he would say before he no longer really says even though i know he can, for example the word door.
when we go out everything (unless it is a tree) he calls a car. he says car car car car...over and over again...I thought it was bc I say hold my hand we have to watch out for cars...but it is at the point wehre he touches parked cars, all over them...is obsessed with garages and waits for cars to go in and out.
Aside from this, he really never plays with wheels or spins wheels, but he is just now getting little cars as toys (small toy parts were a no no)so i have to observe that action.
He spins around a lot and shakes his head to get dizzy for a long time and often during the day and week,months... i always assumed he was playing. He also has this funny walk and has done it more lately he shuffles and toe walks at different points.mostly shuffles. he will get mad easily and yell/scream ball his fists and stand on his tippy toes??
he screams to get my attention (i think) instead of using words like more or sippy but he will open the fridge and scream.
If I tell him to stop slamming cabinets he throws a temper tantrum and might bite his arm and lays on the ground flailing.
He is biting his nails for like a month now all day through out the day and legit until he falls asleep, yet never had binky or sucking a thumb and is off the bottle.
I figured terrible twos with the fits, and the nail biting a nervous habit...but now I am freaking out because a program director asked me if I ever heard of EI and if I talked to my doctor about his milestones??
He says words, but seems to have lost some of them or is obsessed with others
but he NEVER cuddles unless it is on his terms, but he is a boy he is hyper and he almost never sits still unless it is a song or tv show he LOVES.
what do you think?
",http://ehealthforum.com/health/toddler-almost-possible-stimming-t366348.html,549529,227
229,Toddler almost 2 possible stimming?,"
I forgot to mention when he plays with toys, he just sort of destroys his entire room and he likes ot empty all his toys out but over his head, evne if it is not  a small or soft toy.
He isnt super social with other kids but he is still little so im not sure if it is a delay but at times when i try at home to play with him he seems really fixed on one thing and if i talk to him he yells or throws the toy or gets mad almost as if i am over stimulating him
",http://ehealthforum.com/health/toddler-almost-possible-stimming-t366348.html,549529,227
230,Toddler almost 2 possible stimming?,"
Yes, these are possible signs of the autism spectrum. What we know is the earlier one gets diagnoses and mediation/training/therapy/instructional techniques, the better the baby/child's life will be.
",http://ehealthforum.com/health/toddler-almost-possible-stimming-t366348.html,645155,227
231,Toddler almost 2 possible stimming?,"
Just to end the thread, my son did in fact get a dx of moderate ASD on July 8th of 2013
",http://ehealthforum.com/health/toddler-almost-possible-stimming-t366348.html,549529,227
232,aspergers syndrome with signs of tourettes syndrome,"
Hi 
My son is 26 years old, he was diagnosed with aspergers syndrome about three years ago. As a child and a teen he had problems with social skills and sensitivity issues. He had alot of the typical symptoms of aspergers, however sinse aspergers was not a diagnoses in his childhood , twenty years ago he was only diagnosed with having ocd, but the more I learned about aspergers the more I knew he must have that. He never had any major issues until three years ago however. He started cutting himself, and having anger outbursts (melt downs) When he has an anger outburst he yells out things that dont make any sense, now we are thinking he has touretts syndrome. Does anyone know if touretts is at all associated with aspergers in adults?
",http://ehealthforum.com/health/aspergers-syndrome-with-signs-of-tourettes-syndrome-t361760.html,163964,231
233,aspergers syndrome with signs of tourettes syndrome,"
Both autism and touretts deal with tics so there could be some association between the two; but also it could be when hes angry like many other poeple he dosent always think about what he says, and maybe to him it makes sense. Was there anything 3 years or so ago the could have been a major change in his life or something like a death of a loved one(maybe even he didnt agree with the aspergers diagnosis idk), because it could also contribute heavly to the outbursts, and might help if delt with. Good luck sometimes it can be a rocky road with life but eventually you'll get through it.
",http://ehealthforum.com/health/aspergers-syndrome-with-signs-of-tourettes-syndrome-t361760.html,668662,231
234,Aspergers?  17 and I've really started to wonder,"
Hi there, I am currently 17 and I've really started to wonder some things. My girlfriends brother has aspergers and I've noticed a lot of similarities between him and I. Looking at this asperger-advice.com many of the symptoms I have. There are other symptoms I've noticed but I will compare what I've found below. I know nobody here can diagnose something as complex as aspergers, especially over the internet but I'm really looking for some advice. The last time I went to a doctor about having issues with focusing(I always have but its getting in the way of highschool where before I would just get by on natural smarts without studying and get 90's, I'm very impatient & not very good at sitting still/paying attention). The doctor did not take me very seriously and diagnosed me with depression, trying to prescribe me zoloft. I opted against it as I know that isn't my issue. One thing not listed below is that I also get VERY upset when hurt or in a situation that makes me angry. 
Since a child in situations like when a teacher was upset with me I would cry uncontrollably, if my sister made me angry I would have an uncontrollable rage combined with hyperventilation and uncontrollable crying. 
The most recent event of this is my stepfather made me incredibly angry and upset & I started screaming and crying uncontrollably, I broke my house phone and put a hole in my door. That was the first time for it to be that severe as I have gotten much better at managing these emotions with age and the aggression is not a very regular thing.
I do have a decent number of friends but many I do not hang out with much outside of sschool, I often have no interest in socializing outside of my room. I used to play world of warcraft however to which I played MANY hours a day and tend to enjoy socializing through these means much more. I would spend hours talking to online friends via voice chat programs through games like this. I find it a bit funny as well that I have a large interest in computers/electronics, always have and plan on doing engineering next year(which I said I would do when I was a kid), engineering is apparently another trend for people with aspergers.
Poor communication such as:
Speech and language peculiarities
Overformal speech - Yes
Taking everything literally
Word repetition (echolalia)
Long monologues
Inappropriate remarks - Yes
Inability to take turns talking - Yes
Inability to listen to others - Yes
Speaking without any pitch or tone - Yes
Unable to recognize figure of speech or sarcasm
Difficulty initiating conversation - Yes
Flat, cheerless demeanor
Loud voice - Yes
Doesn’t respond to name very well 
Non-verbal communication problems such as:
Inability to pick up facial expressions
Not able to notice body language
Does not pick up subtle changes in someone tone of voice
Avoid eye contact while communicating - yes
Unaware of personal space ( invading it!)
Few facial expressions - Yes
Unaware of unwritten rules
Impaired social interaction such as:
Social withdrawal - Yes
Lack of interest in other people - Yes
Eccentric personality - Yes
Preoccupied with their own agenda - Yes
Eccentric personalityEccentric personality - Yes
Urge to correct people in their speech or behavior
Limited interests - yes
Unusual preoccupations - Yes
Need for sameness
Repetitive routines or rituals
Engages in highly repetitive play - Yes
Excellent rote memory
Lack of empathy
Single-mindedness - 
Aloof - Somewhat
Inflexible thinking
Lack of imagination - Yes
Indifferent - Very much so, it irritates my girlfriend greatly
Rigid thinking
Lack of make-believe or imitative play - Yes
Fear of changes 
Poor motor skills such as:
Poor coordination
Clumsiness
Uncoordinated motor movements
Hand flapping
Head swiveling
Mirroring
Stilted Doesn’t have a strong response to pain
Extreme dislike of certain noises, textures or situations - Yes, I find it incredibly difficult to deal with awkward situations, even to the point of if a character on TV is doing something awkward I cannot watch it.
Easily over stimulated by sounds, crowds or lights - yes, I have very sensitive ears, I get overwhelmed at events like school dances etc.
",http://ehealthforum.com/health/aspergers-and-i-ve-really-started-to-wonder-t377217.html,572967,233
235,Aspergers?  17 and I've really started to wonder,"
I have ADD, OCD, depression, anxiety, and my dad had all of these for 89 years.  Just happens to run in my family.  I have been on psych meds for 30 years and I absolutely hate them.  I have gone to an alternative healer in some small town out of this state and the whole mental mess is gone - in 5 minutes.  This man went to medical school, chiropractic school, studied in China for many years and I have never seen so many certificates on a wall in my entire life.  You have no idea that such things exist that will heal each and every person of every ailment on the planet.  Dump the drug bandwagon as soon as you can and that is what I plan on doing.  I have never taken any medication for my ADD - because I never knew I had it.  My mother introduced me to crystalized ginger when I was in 2nd Grade and I have one year of college with straight A's and 2 scholarships I left behind.  Don't ever give up.  There are things out there besides the O so rotten AMA and the Drug companies!!!  I have a son that is ADD with Asperger's syndrome that was on Vyvanse for 15 months (and hearing voices!!!) and adderall for the rest of the time.  He last took an adderall pill on the last day of high school and never again.  We have found alternative things.  Anything hot that gets the blood circulating will do the trick - ginger, cayenne pepper, hot peppers, curry, and add in Omega 3,6,9 fatty acids and try something called vincentopene (an extract from the Periwinkle plant) which helps the memory very much.  I just can't stress it enough.  I have said that the next time I am in the hospital, it will be over my DEAD body!!! Enough said!
",http://ehealthforum.com/health/aspergers-and-i-ve-really-started-to-wonder-t377217.html,413905,233
236,Aspergers?  17 and I've really started to wonder,"
Do you possibly think youre a hypochrondriac? Reading this list im sure 99% of people can agree with quite a few things on this list. You would have known sooner, however, it could be ADHD.
",http://ehealthforum.com/health/aspergers-and-i-ve-really-started-to-wonder-t377217.html,579082,233
237,Aspergers?  17 and I've really started to wonder,"
I agree with lauraWeeks, If you have posted this you are not autistic. But yes Possibly Adhd.
",http://ehealthforum.com/health/aspergers-and-i-ve-really-started-to-wonder-t377217.html,576523,233
238,Aspergers?  17 and I've really started to wonder,"
If you show all these signs then you probably definitely have severe AS,ADHD,Learning difficulties such as Dylexia or Dyspraxia, Hypersensitivity, and if you repeeat the same things or have habits you cant break like maybe not going anywhere without having number of pens in your pocket, or maybe just walking on the left of things all the time, then OCD as well. However if you have had all these symptoms since you were young, im sure a doctor or teacher at school would have picked up on it and you would have been diagnosed. I dont think you show all these signs perhaps a few and its most likely you have adhd, i rather think you have been comparing yourself to the person with AS and have automatically assumed you show the same symptoms and you have been looking it up and assumed you show more symptoms. Dont get me wrong, i dont think your lying and its possible you have AS or ADHD, its just really unlikely to show all these symptoms without people picking up on it. My advice would be ask the people who know you best and ask their opinions, then go to your doctor.
",http://ehealthforum.com/health/aspergers-and-i-ve-really-started-to-wonder-t377217.html,637690,233
239,Aspergers?  17 and I've really started to wonder,"
Another possible reason your apparent symptoms seem as bad as it is, could be you're not getting enough sleep or possibly a balanced diet. Try those if you can,sometimes having just a little bit better things can have a world of a diffrecne, and no matter what keep fighting
",http://ehealthforum.com/health/aspergers-and-i-ve-really-started-to-wonder-t377217.html,668662,233
