post id,title,text,href,user id,mother post id
177,I feel like if i lack a part of brain which perceive others' feeling ,"
        You ask some interesting questions, and I hope we can point you in a helpful direction.  While traditional talk therapy might not be fruitful, I suggest seeking a behavior therapist, or a therapist who can help you set and track achievable goals.  One of the first things to do is to identify exactly why you were fired from previous work, and what aspects of interacting with people you have difficulty with.  Is it time management, following through with tasks, awkward interaction with others, etc…?  Find a therapist who can help you identify the problem and then help you work on your skills in that area.  Although people with autism-spectrum disorders may have more difficulty with social interaction, this is still an area in which improvement can be seen.  A good behavior therapist will help you set a goal for something that’s a challenge for you and help you move forward in learning, practicing, and strategizing how to achieve it.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/I-feel-like-if-i-lack-a-part-of-brain-which-perceive-others-feeling-/show/1691950,user_340676,177
178,Worried about my niece,"
        Really, the thing to do is to recommend that the child be assessed.  The hand flapping and deficit in communication are common in children with autism, but typically developing children may have these issues as well.  You obviously have a concern, share it with the child's parent and suggest the parents have her assessed.  Early intervention can make a huge, huge difference, so the sooner action is taken, the better.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Worried-about-my-niece/show/1672212,user_340676,178
179,Autism or not?,"
        Autism diagnoses involve observing repetitive patterns of behavior and deficits in communication and social interaction.  It’s not possible to tell whether a diagnosis of autism is appropriate without more information, but, if you have concerns about his development, absolutely have him assessed.  Your pediatrician should be able to refer you to someone in your area who has experience diagnosing children with autism.  Regardless of whether or not your son receives an autism diagnosis, the assessment process can be helpful in getting him some additional services.  Early intervention services are frequently available for kids who need them, and the earlier you start addressing your child’s needs, the better off he’ll be.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Autism-or-not/show/1672807,user_340676,179
180,How to behave with autism,"
        There’s no “right” answer to this question and, while people have some experience with how to interact with a typically developing child, many don’t have much experience with children diagnosed with autism.  I’ve found that it can help just to be open and up front.  “This is my son, he’s a wonderful, sweet child, and he has autism.”  There’s nothing to be ashamed of, and there’s no reason to hide anything.  Let people meet him and get to know him, if you’re comfortable it will help them be comfortable also.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/How-to-behave-with-autism/show/1679325,user_340676,180
181,need help,"
        Unfortunately, I am not able to provide any suggestions about her condition may be--no one can, based upon a short description!  However, what I think you should do first is to make a list of all of your concerns.  lack of speech and drooling are two that you mentioned, but what other concerns do you have?  Does she make eye contact, does she play appropriately?  Does she engage in any problem behaviors (tantrums, screaming, etc.)?  Does she engage in any repetetive, non-functional motor movements?  I've found that making a list like this before you speak to the doctor is helpul, so that you don't forget to mention anything!

After this, I would speak to her doctor, and go one-by-one through your concerns.  Ask the pediatrician what his thoughts are regarding a diagnosis.  If he or she is unable to provide one, I would ask if there are any specialists with expertise in the assessment/diagnosis of young children with developmental disabilities.  If your daughter does have an autism spectrum disorder,I would suggest trying to locate a professional in your area with expertise in working with young children.  The quicker your daughter begins to receive services, the better!

Best of luck!
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/need-help/show/1683919,user_1539512,181
182,Is it possible that I have aspergers?,"
        Thank you for taking the time to write.  I can't tell you whether or not you might have Aspergers from a brief description--no one can.  Could some of what you described be an indicator that you may have Aspergers?  Maybe.  Are some of the things you described seen in typical people?  Absolutely!  For example, you mentioned that you look at the page number when you need to stop reading, so you can go back at a later time.  Everyone does this; it's just that some people have developed different strategies than you.  Some people use a bookmark, other's fold a corner of the page, so they can quickly go back and pick up where they felt off.

Regardless of whether or not you may have Asperegrs, I think the important thing is to develop strategies for dealing with these sorts of situations.  When my wife and I were first dating, and for the first few years we were married, she often wanted to go to parties and other social situations that involved socializing with people we didn't know well.  I absolutely dreaded those situations, as I am not really comfortable making small talk with people I barely knew (I would be the person standing in the corner not talking to anyone, while my wife happily chatted with people she had just met).  So, we developed a strategy to deal with this--she just went to some of these events without me!  It got to the point where instead of asking me if I wanted to go to a specific social event, she would just say, ""Do you mind if I go by myself?"".  It was a strategy that worked for both of us.

Here's another example from my own life--my wife has a terrible time with the right-left distinction. If I was driving in a car and she was trying to give me directions, she might say, ""turn right"", and when I did turn right, she would tell me that I went the wrong way!  Pointing towards the direction I should turn wasn't a great strategy for dealing with the situation, as I couldn't take my eyes off the road to see which direction she is pointing in!  So, to this day, if I am driving and she tells me to, ""Turn right"", I immediately say, ""RIGHT right or LEFT right""; after she takes a few seconds to think about it, she then gives me the correct information.

The point I am trying to make is that everyone has certain situations that they have difficulty with.  Regardless of whether or not you qualify for an Aspergers diagnosis, I suggest that you should focus on developing strategies to help you better deal with these situations.  You've already done some of these.  For example, you don't like wearing dresses, so you don't--unless you REALLY have to.  This is a great strategy!  You can't play string games, so don't--there are lots of other games you can play!  Difficulty knowing when to talk in a social situation?  Develop a strategy for yourself!  Maybe you will decide that the time to talk is when there is a lull in the conversation, and no one has spoken for 3-5 seconds!  Or, find an interesting topic in the news, and when there is a lull in the conversation, you might say, ""Gee, I saw in the newspaper that.....what do you think about that?""  I can't tell you what strategies to use in all these situations, but I'm guessing that you can come up with most of these yourself.  Also, when you do successfully deal with some of the more difficult situations, reward yourself!  Go out an buy that new book, or buy that treat for yourself--you deserve it!

I hope some of this is helpful.  I wish you the best of luck!
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Is-it-possible-that-I-have-aspergers/show/1672762,user_1539512,182
183,Is it possible that I have aspergers?,"
        I replied did u have test ran as a child? Do u remember doing odd things as a child, staying away from children playing not having any social skills expect what u have picked up from other over the yrs, They used to think a child had adhd and Ocd instaed of A.S. if wasnt for my sister bring me out of my shell I would of never left my parents. Do u misuse words like for example: Some would say keep me posted I always said keep me postdated or there, and their. also do u lack emoctions like u dont know how to really love or hug or nuture people u care for? I also suffer from moderate austism along with the A.S. mixed in so I dont have the high intelligence with the A.S. it takes my mind at least 30mins to process information, maybe u have self esteem problems that have led in depression and anxiety. Be thankful if u dont have it really limits ur ability to fuction. Ur therpist can run some nuro test to see if u have it or not
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Is-it-possible-that-I-have-aspergers/show/1672762,user_647911,182
184,Is it possible that I have aspergers?,"
        I didn't have a test as a child.  Nobody knew any thing about aspergers at that time.  I did do odd things as a child though.  When I was in elementary school I always played with the younger students instead of those my age because I could never figure out how to act with kids the same age as me. That ended when I accidentally hurt a first grader and the teachers told me I couldn't play with them anymore.  

 If I couldn't play with younger children, I would bury my nose in a book and ignore everything around me.  When I got older and went with my husband to visit people I always sat down and read their magazines, because I didn't know how to visit. 

I don't have any problems with words as that is an area I excel in.  I have 84 college credits and a 4.0 grade point average.

My brothers and sister kept telling me to stop walking funny.  I used to fly into a rage at the drop of a hat.

    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Is-it-possible-that-I-have-aspergers/show/1672762,user_1962464,182
185,Is it possible that I have aspergers?,"
        I didn't have a test as a child.  Nobody knew any thing about aspergers at that time.  I did do odd things as a child though.  When I was in elementary school I always played with the younger students instead of those my age because I could never figure out how to act with kids the same age as me. That ended when I accidentally hurt a first grader and the teachers told me I couldn't play with them anymore.  

 If I couldn't play with younger children, I would bury my nose in a book and ignore everything around me.  When I got older and went with my husband to visit people I always sat down and read their magazines, because I didn't know how to visit. 

I don't have any problems with words as that is an area I excel in.  I have 84 college credits and a 4.0 grade point average.

My brothers and sister kept telling me to stop walking funny.  I used to fly into a rage at the drop of a hat.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Is-it-possible-that-I-have-aspergers/show/1672762,user_1962464,182
186,2 year old son with poor eye contact,"
        Some of the things you describe could be features of a child on the autism spectrum, but they might also be representative of a child with a possible communication problem.  I encourage you to take your son to your pediatrician and discuss your concerns with him or her.  If your child’s doctor believes further assessment in necessary, then I recommend that you find an assessment team familiar with young children and autism spectrum disorders (ASD).  A speech and language pathologist should be a member of the team given your description of the communication problems.  (I am not a speech and language pathologist, but 3 or 4 word phrases for a 2-1/2-year-old doesn’t sound all that atypical to me.  The eye contact and lack of responsiveness to name should be of concern.)  

In the meantime you may wish to take a look at the websites below.  They have information about early identification of children with ASD

About.com Pediatrics
http://pediatrics.about.com/od/weeklyquestion/a/04_signs_autism.htm
American Academy of Pediatrics
http://www.aap.org/healthtopics/Autism.cfm
First Signs
http://www.firstsigns.org/


    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/2-year-old-son-with-poor-eye-contact/show/1083783,user_340636,186
187,2 year old son with poor eye contact,"
        A related discussion, It has been suggested that my daughter has ADHD.   was started.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/2-year-old-son-with-poor-eye-contact/show/1083783,user_1995231,186
188,I am worked my son has autism,"
        Thank you for taking the time to write. You indicated that everyone is telling you that he is too young to tell if your son has autism, but please remember, most of the people who have told you this are not qualified to diagnose autism in young children!  Obviously, I cannot tell you whether or not your child has autism (no one can based on reading a short statement), but what I can tell you is that if he does have autism, early intensive behavioral intervention is the key.  Thus, it will be important for you to speak to your pediatrician, and describe your concerns.  Sometimes, getting some video of a child engaging in concerning behaviors can be very helpful for a pediatrician.  Then, I would suggest asking the pediatrician if he or she could put you in contact with someone who has expertise in diagnosing autism in very young children.  If it your son is diagnosed with an autism spectrum disorder, you will want him to receive some services from a board certified behavior analyst who has expertise in providing early intensive behavior intervention (or EIBI, as it is sometimes referred to). If you go to the Behavior Analyst Certification Board website (www.bacb.com), you can search their certificant registry to see if there are any board certified behavior analysts in your area.

I wish you the best of luck with your family.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/I-am-worked-my-son-has-autism/show/1662686,user_1539512,188
189,I am worked my son has autism,"
        I've read of unusual forms of two vitamins that are sometimes used in such situations.

http://www.wellsphere.com/autism-autism-spectrum-article/methyl-b12-and-folinic-acid-raise-glutathione-levels-in-autistic-children/534542

The idea is that inability to convert the forms of those vitamins normally used as supplements to the form the body actually uses is one cause of autism.  Not something I've ever tried, though.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/I-am-worked-my-son-has-autism/show/1662686,user_1988731,188
190,I am worked my son has autism,"
        Using vitamin supplements as a treatment for autism has been around for quite a number of years.  However, to date, there is no scientific evidence that there are any beneficial effects for any of the vitamin therapies,

It's problematic when a treatment is supposed to be effective because it targets the cause (or in this case, one cause) of autism, because at this time,the exact cause of autism remains unknown.

I strongly suggest that readers look at the website of the Assoociation for Science in Autism Treatment (http://www.asatonline.org/).  Their mission ""is to share accurate, scientifically sound information about autism and treatments for autism"".  In the section of the website related to treatment, it will provide information about the amount of scientific evidence their is to support many treatments that have been proposed. Hopefully readers will find it helpful.

 
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/I-am-worked-my-son-has-autism/show/1662686,user_1539512,188
191,I am worked my son has autism,"
        So you don't consider these articles scientific evidence?

http://www.ncbi.nlm.nih.gov/pubmed/19056591

http://www.ajcn.org/content/early/2008/12/03/ajcn.2008.26615.abstract

http://www.ajcn.org/content/80/6/1611.full

It looks to me like there is now some scientific evidence, just not enough for a definite conclusion.

I looked at the Assoociation for Science in Autism Treatment website.  It looks like they describe what they don't approve of, but say little about what they do approve of other than a type of behavioral treatment.  At least I was able to ask them to say more about this two-vitamin treatment.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/I-am-worked-my-son-has-autism/show/1662686,user_1988731,188
192,I am worked my son has autism,"
        The studies that you mentioned did show that certain types of treatments can lead to changes in certain metabolites, as measured in blood samples taken from the children (for example, in one of the studies you cited, following treatment, the researchers found that ""mean plasma methionine, SAM, homocysteine, cystathionine, cysteine, and tGSH concentrations and SAM:SAH and tGSH:GSSG in these 8 children were higher"".  Clearly, this constitutes scientific evidence, and this type of research is important. 

However, the individual who wrote the original post reported being concerned about some behaviors that she had seen in her child, such as delayed communication skills, the presence of repetitive,stereotyped behaviors, etc.  It is important to understand that none of the studies you cited showed any evidence that these treatments led to improvements in communication skills or in socialization skills, or in reductions in problem behavior--the behaviors that were reportedly of concern for this parent.  

Clearly, we need to continue doing research related to the causes of autism, and how to provide the best treatments, so that all children can maximize their potential and lead happy, healthy, productive lives.  We just don't have any evidence yet that these sorts of treatments are helpful in that respect.  This is just my opinion, but I cannot advocate for treatments that involve introducing something into the body--taking a pill, receiving an injection, etc.--when we have no evidence that this will lead to any meaningful improvements related to a child's learning or behavior.  

Thank you for taking the time to write, and I truly appreciate your taking the time to look at the actual research articles related to this treatment. I wish more people took the time to do this!
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/I-am-worked-my-son-has-autism/show/1662686,user_1539512,188
193,GcMAF and Teenagers with Autism,"
        To the best of my knowledge, there is currently no scientific evidence (i.e., controlled studies using generally accepted scientfic methodology) demonstrating that this treatment has any beneficial effects with individuals with autism.  If you look on the internet, I'm sure that you can find testimonials and anecdeotal reports that this treatment worked for this individual or that individual, but this does not constitute scientific evidence. Many of the ""fad"" therapies in autism that were subsequently found to be ineffective began with these sorts of anecdotal reports.  I still believe in the old adage, ""If it sounds too good to be true, it probably is"".  

Two days ago, there was a story on ""60 Minutes"" about individuals who were engaging in fradulent behavior related to stem cell treatment, and the risk this posed to potential patients.  I would encourage those interested in this potential treatment to look into this expose (you can find it on the internet).

Best of luck!
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/GcMAF-and-Teenagers-with-Autism/show/1654919,user_1539512,193
194,Asperger Help,"
        There are several reasons why a child might spend an hour in the bathroom at school.  The first possibility is that there is some sort of a medical issue, and it takes him that long to produce.  I'm guessing that this is not the problem here, but it is always important to rule out medical causes for behavioral issues.  There are several other reasons why this could be occurring.  First, it may be occurring because it allows you so to avoid doing academic work.  If you are spending an hour in the bathroom, then you are not spending an hour in the classroom.  So, the first thing that the teachers might do is to collect some information about what is going on when your son first asks to go to the bathroom, as this may give you some clues as to why he is doing this. For example, perhaps the teachers will find that he never asks to go to the bathroom duing art or music, but almost all of his requests occur when it is time to do math.  If this were the case, it may suggest that he is doing this to avoid doing math, likely because it is hard for him.  If the teachers knew this, they could alter his math assignments for a period of time, to make them a bit less aversive, and thus, make them something that your son does not want to avoid.  Or, they could let him do math for a short period of time, give him a short break, and start the math again.  This may also make the activity a bit less aversive.

Much problem behavior that occurs in schools occurs because it is an efficient way for the child to escape or at least postpone academic demands.  However, another possibility is that spending an hour in the bathroom means that he can engage in other reinforcing behaviors, such as engaging in self-stimulatory behaviors, which many children with autism spectrum disorders do.  So, suppose a student engages in a common form of stereotypic behavior seen in young children with autism, flapping his hands.  What happens if he flaps his hands in the classroom?  the teacher makes him stop.  What happens if he flaps his hands in the bathroom?  He can keep flapping as long as he remains in the bathroom, as no one is there to tell him to stop!  Reducing stereotypy is extremely difficult, but the place for the teachrs to begin is to make sure that there is more reinforcement available for staying in the classroom and working than escaping to the bathroom.  We all need reinforcement to maintain appropriate behavior--for me, it is my paycheck!  For your son, it may be access to specific toys. it will be importantto find things that will motivate your son to keep bathroom trips to a reasonable amount of time.

I think setting the clock may be a good idea, but you might combine this with some extra reinforcement for coming out when the clock sounds.  Now, if the teachers set a clock and he comes out, what happens?  Play time ends and work begins!  The teachers might consider setting a clock, and then developing a program that if we exits the bathroom within x number of minutes (perhaps 5 minutes) after the clock sounds, he gets a reinforcer, such as playing with his favorite toy for 5 minutes in the classroom before he starts working again.  Eventually, when he is successful, you can start to alter the times--he needs to come out within 4 minutes to get 4 minutes of play, he needs to come out within 3 minutes to get 3 minutes of play, etc.  The key will be to make it worth his while to come out, and then when he is doing so reliably, then make the criteria a bit more stringent.  being out of the bathroom has to be more fun than being in the bathroom!

I hope this is helpful. Best of luck.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Asperger-Help/show/1624486,user_1539512,194
195,Asperger Help,"
        Hi,

How old is your child could this be them having some sort of private time?
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Asperger-Help/show/1624486,user_1959930,194
196,"Aspergers and epilepsy, grandson, help please","
        Any concerns about seizures, seizure medication, or ticks should be brought to your neurologist.  Seizure disorders are serious and the effectiveness of a medication regimen needs to be closely monitored.  Follow up with the physician prescribing the medication and ask for a referral to another neurologist if you aren't happy with the care your son is currently receiving.   
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Aspergers-and-epilepsy--grandson--help-please/show/1636322,user_340676,196
197,Adult Feces Smearing,"
        Does the employee have a diagnosis of autism, or a related disorder?  I'm assuming he's verbal and, if so, there's no reason not to address the concern head on.  Is it an assisted employment, or does he live and work independently?  If possible, approach him (or his caregivers, as appropriate) and let him know that people are aware of the behavior and believe that he's responsible.  The nuts and bolts of an intervention for adults are along the same lines as an intervention for children.  If you are able to, some things to try: require someone else to be in the restroom (keep it locked at other times) to check before and after it is used (another option is to have a sign in sheet for use), and arrange incentives for keeping the bathroom area clean (he and the other employees should be able to help identify what these might be).  If he's able to hold a job, a combination of monitoring to make sure that the bathroom is clean after each use and a reward program for keeping it that way, can be quite effective.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Adult-Feces-Smearing/show/1638042,user_340676,197
198,omega 3 pills,"
        Although there may be reasons related to general health to take supplements such as omega 3, don't expect them to help with behavioral issues associated with autism.  Unfortunately, as of yet, there's no pill you can take that will cure or help with autism (it would be really convenient if there were, and I'd be the first to be spreading the word if one existed).  Systematic, intensive behavioral and educational intervention remains your best bet for helping your son maximize his potential.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/omega-3-pills/show/1645239,user_340676,198
199,What actions should i take?,"
        It’s always hard to answer these questions without knowing the child, and it’s always a good idea to seek out a board certified behavior analyst who’s worked with similar children.  I’m assuming your daughter has received an autism diagnosis, and your being able to talk with her about what she’s doing is a positive sign that you’ll be able to resolve these issues successfully.  In general, a good plan is to focus on rewarding the behavior you want and ignoring the behavior you don’t.  To be well armed in doing this, it’s important to have a good grasp on the things that are most reinforcing for your daughter.  Does she love movies, playing with certain toys, time on the computer, etc…?  Then, the trick is making some of her most favorite things contingent on things like washing her hands after using the bathroom, keeping her bathroom and bedroom clean, and playing on the playground well with friends.  A good strategy can be to pick one thing that’s easily doable for her and start her off having success.  For example, you might start with asking her to show you her hands after she uses the restroom and making a really big deal about how great it is that she washed them and is clean.  Save a special reinforcer for this.  Get lots of success for it, and see what happens with the smearing.  Does that behavior continue or go away.  If you’re having success with hand washing, switch the contingency so that it’s on having a clean bathroom and bedroom at regular checks.  Again, shoot for success, maybe start with checks every half hour or hour so she can receive reinforcement for the rooms being clean (rather than just punishment for smearing).  
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/What-actions-should-i-take/show/1639611,user_340676,199
200,"Supplements, they do work for some","
        I think it is important to remind everyone that anytime someone is receiving multiple interventions at the same time, it is very difficult to attribute changes in behavior to one specific intervention.  Here, there are three different things that occurred at about the same time:  1) he started receiving therapy; 2) he was taking vitamins; 3) a new school year started, so he was receiving more educational services that he received over the summer.  So, if his behavior started to improve two months ago, how can we be sure that the improvements were due solely to any one of the above?  We can't, and it will be difficult to try to seperate out which factors are responsible.  It's quite possible that because of his therapy and what he is learning in school, he has learned some new skills that provide him appropriate ways to access reinforcers that previously were accessed by engaging in problem behavior, or perhaps he learned some new coping skills that allow him to deal with challenging situations without having behavior problems.  Sometimes, if we want to evaluate the effects of an intervention to try to understand if that specific intervention was what caused the behavior change and not something else, we can withdrawl that intervention for a short period of time, and see if behavior changes without that treatment component.  If behavior deteriorates, you would then reinstate that intervention, and watch behavior improve.   This type of evaluation is a very good way to really test the effectiveness of an intervention.  Unfortunately, we can't remove these educatrional components to see what would happen if he didn't have these new skills--he can't unlearn what he learned!.  However, you could evaluate the role of the vitamins in this manner.  If you really want to know whether the vitamins are responsible for his improvements or not, you could stop giving the vitamins for a short period of time. If the meltdowns quickly return, and you reinstated the vitamins and the meltdows stopped again, you would have some pretty good evidence that the vitamins were the cause of his improved behavior.  But, if the vitamins were stopped, and his behavior continued to be good, it would suggest that it was not the vitamins, but something else, that was responsible for his changed behavior.

I suspect if you withdrew the vitamins, you wouldn's see his behavior deteriorate, as there really is no solid scientific behavior that vitamins improve the symptoms of autism.  Unfortunately, when most people start using vitamins, there are other interventions occurring simultaneously, which really does make it impossible to know for sure what was responsible for the behavior change.  Perhaps an example will help to clairfy this.

Suppose I had a really bad infection, and my doctor prescribed a new, powerful antibiotic, that people had said was very effective.  But, because my infection was so bad, just to be sure, he also prescribed two older, well-known antibiotics, so I was taking three different medications at the same time.  If my infection went away, I might attribute it to the effectiveness of this new antibiotic--but the reality is, I could never know for sure!  Maybe it was one of the older antibiotics that was responsible for getting rid of the infection.  This is the same issue that comes up in situations where kids with autism are in school, are getting therapy outside of school, and are taking vitamins: three treatments going on at the same time, but behavior change is attributed to only one of the treatments.  We just can't be sure.

I appreciate you taking the time to write--best wishes for a happy holiday season!
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Supplements--they-do-work-for-some/show/1606307,user_1539512,200
201,Help understand ,"
        When a child emits behavior problems at school, it is crucial that the school conduct a functional behavioral assessment.  This will help the teachers identify why the behavior problems may be occurring, which is crucial in determining what needs to be done to decrease the problem behaviors.  For example, some behavior problems occur when a child is asked to do difficult academic work, and by emitting the problem behavior, the child can avoid doing the work, at least temporarily (e.g., if you act out when given difficult work and get sent to the principal's office, you get out of doing that work).  Other behavior problems may occur because it allows the child to get attention from the teacher or other students, and getting attention is very reinforcing for many children.  It's also possible that behavior problems occur when child's schedule is unpredictable, or when a routine changes unexpectedly.  The results of the functional behavior assessment may tell the teachers why your son is acting out--once they know why the behaviors are occurring, they will have a better idea how to react when behavior problems occur.  If they don;t know why your son is acting out, it becomes very difficult to know how to fix the problem.

If the school has not yet conducted a functional behavior assessment, I would strongly encourage you to ask that this be done. If there is no one in the school who has the expertise to do this, you might suggest that the school consult with a Board Certified Behavior Analyst with experience in dealing with behavior problems in school-aged children, as this individual can guide the school in how this should be done,

Good luck!

Rick
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Help-understand-/show/1625065,user_1539512,201
202,Autism??,"
        I also need to add he knows some basic sign language as well!!
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Autism/show/1629643,user_1897085,202
203,New treatment for autism?,"
        If one looks at the history of treatment of young children with autism, one finds a long list of treatments that have been espoused to be the next cure for autism.  Many of these treatments have been embraced with no scientific evidence to back them up.  Data from carefully controlled studies demonstrating the efficacy of these interventions is often lacking-- in lieu of data, testimonials and anecdotal reports are instead used as proof that the intervention will improve functioning of the child.  My personal opinion is that you should be especially careful when evaluating how much scientific evidence there is to support any treatment for autism.

I think that additional research is needed on this treatment because, in my opinion, there is currently no adequate scientific evidence (based on controlled studies using generally accepted scientific methodology) that demonstrates this effectiveness of this treatment for children with autism.  

Best of luck!
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/New-treatment-for-autism/show/1619852,user_1539512,203
204,New treatment for autism?,"
        Forgot the link. 
http://ezinearticles.com/?Using-Methylation-Chemistry-for-Autism-Treatment&id=6600193
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/New-treatment-for-autism/show/1619852,user_1864309,203
205,how to prevent autism in unborn child,"
        There are no specific suggestions that I know of to reduce the risk of autism in a newborn. The best thing you can do for your unborn child is to follow the general guidelines that most experts suggest that women who are pregnant follow.  Your own doctor can probably provide a much more comprehensive list of do's and don'ts during pregnancy, but there are several things that come to mind pretty quickly.  Avoid smoking, alcohol, andd illegal drugs, and refrain from activities that might increase your odds of falling, such as skiing or snowboarding--and certainly refrain from engaging in any contact sports!.  In terms of food, you may want to avoid raw or unpasturized foods, and many experts suggest that women limit the amount of seafood that is eaten per week.  Hopefully you are already doing all of these things, but please talk to your doctor if you have more specific concerns or questions.

I wish you and your family the best of luck!!
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/how-to-prevent-autism-in-unborn-child/show/1622783,user_1539512,205
206,child behavior,"
        Hi lilmomma,
what did the specialist say about your child?
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/child-behavior/show/1601199,user_1875705,206
207,Awaiting assessment,"
        Hi Annexe,
I don't know what country you are living in, but, in Australia, we have funding for these children once they are diagnosed. Once a child has a diagnosis,you can be sure that the interventions are suited to that disorder.
Your boy would be beautiful and once this first step is complete you will be able to move on.
Good luck
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Awaiting-assessment/show/1601930,user_1875705,207
208,can i have aspergers,"
        Hi Willie,
We are all on the spectrum somewhere.... it is like a huge jigsaw puzzle... we all have pieces. Why don't you go and see if you have asperges, it would be a relief for you to know. Then you could go to a specialist who can help with anxiety and social skills.
Take care.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/can-i-have-aspergers/show/1615588,user_1875705,208
209,ASD Daughter Pooing on the floor - Help!,"
        Sorry to hear you are having such difficulties.  I have two nearly adult children with Asperger's and I know how rigid they can be once they have decided something.  It's a really tough situation.  I can suggest a few things but see what you think:

- ask her why she does not want to poo on the toilet.  Maybe something bothers her about it, perhaps the noise (though you would think she'd avoid weeing there too).  Perhaps she takes longer to poo and therefore feels more exposed so seeks out quiet places she feels safe.  It may be that she can't tell you though and so this approach wouldn't help.

- is she happy to be out of nappies?  If so, maybe tell her she'll have to have them back unless she goes on the toilet.  I know you won't want her to go backwards but I don't see why you should put up with this and she needs to learn there are consequences to her behaviour.

- final suggestion is based on behaviour.  I had a problem with my cat who started going in places she hadn't before.  She used to go out and I didn't need a litter tray.  All of a sudden she started going in various places in the house - not nice!  I can sort of understand how demoralising your daughter's behaviour is as a result.  Vet checked cat, she's not ill or senile so he thought stress from new cats in neighbourhood might be cause.  After trying feline hormone stuff (very expensive and didn't work), plus a litter tray, I got very fed up with it.  Other suggestions were to make the places she goes very uninviting.  Maybe this would work with your daughter?  Put things she doesn't like in the areas she tends to go, whatever she really detests.  In my cat's case, this was balloons, plastic carpet runner and/or bubble wrap.  It's not very attractive and I resent having to do it but it has deterred the cat and she's using her tray instead.  Hopefully, if you make your daughter's favourite pooing places inaccessible or unpleasant to her, the toilet will become a more attractive option.  I hope so. 

- failing the above, if this continues, see a doctor.  She could have some physical problem, maybe had constipation at some point and has associated the toilet with the discomfort.  Maybe you could also spend time with her in the toilet, chatting, generally having a fun, happy time while she sits there, so that she associates the toilet with happy things.

I hope something works for you.  I know the stress involved in dealing with these rigid characters.  It's always in the background in some form or other and people with normal kids don't understand that.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/ASD-Daughter-Pooing-on-the-floor---Help/show/1597754,user_952810,209
210,Worried about 28 month old,"
        Could some of what you be described by symtomatic of autism?  Yes.  Could it be something other than autism?  Yes.  it will be important to talk to your pediatrician about finding someone on your area who specialzes in assessing/diagnosing children with developmental disorders to help figure this out.

Regardless of a diagnosis, the good news is that many of the deficits you mention, like lack of eye contact, can be taught!  Similarly, social skills can be taught (simply increasing exposure to social peers may not teach him to be more social, but it would provide increased opportunities for him to be taught how to be more social). Communication skills can also be taught, but he also needs an incentive to use words more productively.  Gesturing and pointing to items may currently get him everything he needs, but eventually, you may want to respond to his gestures by making him use words, and only then provide him with the desired item.

The real key is to intervene early.  The earlier someone begins to work on systematically teaching him these new skills, the faster he will learn.  So, I would work with your pediatrician to have him diagnosed, and then I would suggest working with the pediatrician to identify how he can receive some early intervention services.  If the diagnosis is autism or a related disability, the treatment that has proven to be the most effective is applied behavior analysis.

I hope some of this information is helpful.  Best of luck!
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Worried-about-28-month-old/show/1611760,user_1539512,210
