,title,source,category,text,href,tokens
53,Helping People With Autism Communicate in a Disaster,https://www.autismparentingmagazine.com/,category-autism-articles,"Lately, the news has been immersed in images of the city of Houston, Texas  swallowed by a torrent of flood water.  We’ve felt sympathy for those affected, we’ve  worried about their welfare. And we’ve all probably thought, “What if that was my family?” We hope it will never happen, but sometimes it does.  Fire, flood,… Continue Reading
",https://www.autismparentingmagazine.com/help-autism-communicate-in-disaster/,"['lately', 'the', 'news', 'has', 'been', 'immersed', 'in', 'images', 'of', 'the', 'city', 'of', 'houston', 'texas', 'swallowed', 'by', 'a', 'torrent', 'of', 'flood', 'water', 'we', 've', 'felt', 'sympathy', 'for', 'those', 'affected', 'we', 've', 'worried', 'about', 'their', 'welfare', 'and', 'we', 've', 'all', 'probably', 'thought', 'what', 'if', 'that', 'was', 'my', 'family', 'we', 'hope', 'it', 'will', 'never', 'happen', 'but', 'sometimes', 'it', 'does', 'fire', 'flood', 'continue', 'reading']"
54,Top Ways a Gluten Free Diet  Can Help Kids with Autism,https://www.autismparentingmagazine.com/,category-autism-and-diet,"Recent clinical trials looking at gluten-free diets for children with autism spectrum disorder (ASD) are showing benefits worth considering. Typical indicators of autism spectrum in children may include delayed speech, lack of eye contact, impaired or non-present social skills, shyness, obsessive-type behaviors, delayed gross or fine motor skills, sensory integration issues (sound and touch sensitivity,… Continue Reading
",https://www.autismparentingmagazine.com/gluten-free-diet-can-help/,"['recent', 'clinical', 'trials', 'looking', 'at', 'gluten', 'free', 'diets', 'for', 'children', 'with', 'autism', 'spectrum', 'disorder', 'asd', 'are', 'showing', 'benefits', 'worth', 'considering', 'typical', 'indicators', 'of', 'autism', 'spectrum', 'in', 'children', 'may', 'include', 'delayed', 'speech', 'lack', 'of', 'eye', 'contact', 'impaired', 'or', 'non', 'present', 'social', 'skills', 'shyness', 'obsessive', 'type', 'behaviors', 'delayed', 'gross', 'or', 'fine', 'motor', 'skills', 'sensory', 'integration', 'issues', 'sound', 'and', 'touch', 'sensitivity', 'continue', 'reading']"
55,Can Probiotics Help Your Child with Autism Feel Better?,https://www.autismparentingmagazine.com/,category-autism-articles,"As a parent, it can be difficult to watch your child struggle with the abdominal pain, constipation, and other discomfort common for people with autism. Too often, those gastrointestinal (GI) symptoms are accompanied by increased anxiety and oversensitivity. However, recent research into microbiomes may help.  Microbiomes are the colonies of bacteria within and around us… Continue Reading
",https://www.autismparentingmagazine.com/probiotics-benefits-for-autism/,"['as', 'a', 'parent', 'it', 'can', 'be', 'difficult', 'to', 'watch', 'your', 'child', 'struggle', 'with', 'the', 'abdominal', 'pain', 'constipation', 'and', 'other', 'discomfort', 'common', 'for', 'people', 'with', 'autism', 'too', 'often', 'those', 'gastrointestinal', 'gi', 'symptoms', 'are', 'accompanied', 'by', 'increased', 'anxiety', 'and', 'oversensitivity', 'however', 'recent', 'research', 'into', 'microbiomes', 'may', 'help', 'microbiomes', 'are', 'the', 'colonies', 'of', 'bacteria', 'within', 'and', 'around', 'us', 'continue', 'reading']"
56,New Research Suggests Vitamin D Benefits Children with Autism,https://www.autismparentingmagazine.com/,category-autism-articles,"In 2008, Dr. John Cannell, MD, Founder of Vitamin D Council, published the first paper suggesting a relationship between low vitamin D status and an increased risk of autism. He created his hypothesis based on the data that illustrated an increased prevalence of autism in the regions of greater cloud cover and rainfall. Only observational… Continue Reading
",https://www.autismparentingmagazine.com/vitamin-d-benefits-children-autism/,"['in', '2008', 'dr', 'john', 'cannell', 'md', 'founder', 'of', 'vitamin', 'd', 'council', 'published', 'the', 'first', 'paper', 'suggesting', 'a', 'relationship', 'between', 'low', 'vitamin', 'd', 'status', 'and', 'an', 'increased', 'risk', 'of', 'autism', 'he', 'created', 'his', 'hypothesis', 'based', 'on', 'the', 'data', 'that', 'illustrated', 'an', 'increased', 'prevalence', 'of', 'autism', 'in', 'the', 'regions', 'of', 'greater', 'cloud', 'cover', 'and', 'rainfall', 'only', 'observational', 'continue', 'reading']"
57,Special Needs Book Partnership Promotes Kindness and Acceptance Initiative,https://www.autismparentingmagazine.com/,category-autism-articles,"Geek Club Books, Inc., an autism nonprofit, and Someone Special Uniquely Personalized Books announced their “Kindness and Awareness” initiative to help educate children about other children with special needs. Geek Club Books creates autism awareness education and curriculum so parents and teachers can introduce important topics of autism in the inclusive classroom.  Someone Special Books… Continue Reading
",https://www.autismparentingmagazine.com/book-promotes-kindness-acceptance/,"['geek', 'club', 'books', 'inc', 'an', 'autism', 'nonprofit', 'and', 'someone', 'special', 'uniquely', 'personalized', 'books', 'announced', 'their', 'kindness', 'and', 'awareness', 'initiative', 'to', 'help', 'educate', 'children', 'about', 'other', 'children', 'with', 'special', 'needs', 'geek', 'club', 'books', 'creates', 'autism', 'awareness', 'education', 'and', 'curriculum', 'so', 'parents', 'and', 'teachers', 'can', 'introduce', 'important', 'topics', 'of', 'autism', 'in', 'the', 'inclusive', 'classroom', 'someone', 'special', 'books', 'continue', 'reading']"
58,Dad Creates Simple App to Help Autistic Son Communicate Better,https://www.autismparentingmagazine.com/,category-autism-articles,"Much has been said over the years concerning technology and education — there has been and still is an ongoing debate about how we can best implement technology into schools to the benefit of children. Our adult life on a day-to-day basis is filled with technology, from touch screens to order plane tickets to self-checkout… Continue Reading
",https://www.autismparentingmagazine.com/dad-creates-simple-app-to-help-autistic-son-communicate-better/,"['much', 'has', 'been', 'said', 'over', 'the', 'years', 'concerning', 'technology', 'and', 'education', 'there', 'has', 'been', 'and', 'still', 'is', 'an', 'ongoing', 'debate', 'about', 'how', 'we', 'can', 'best', 'implement', 'technology', 'into', 'schools', 'to', 'the', 'benefit', 'of', 'children', 'our', 'adult', 'life', 'on', 'a', 'day', 'to', 'day', 'basis', 'is', 'filled', 'with', 'technology', 'from', 'touch', 'screens', 'to', 'order', 'plane', 'tickets', 'to', 'self', 'checkout', 'continue', 'reading']"
59,Grandmother Creates Special Needs Clothing Line to Make Dressing Easier,https://www.autismparentingmagazine.com/,category-autism-articles,"I have a granddaughter who was born with Down syndrome. Her name is Maggie. As I watched her grow, I noticed that everything she wore never fit properly. The sleeves and pant legs were always way too long. She was four years old when my daughter challenged me to start a company to make clothes… Continue Reading
",https://www.autismparentingmagazine.com/grandmother-creates-special-needs-clothing-line-to-make-dressing-easier/,"['i', 'have', 'a', 'granddaughter', 'who', 'was', 'born', 'with', 'down', 'syndrome', 'her', 'name', 'is', 'maggie', 'as', 'i', 'watched', 'her', 'grow', 'i', 'noticed', 'that', 'everything', 'she', 'wore', 'never', 'fit', 'properly', 'the', 'sleeves', 'and', 'pant', 'legs', 'were', 'always', 'way', 'too', 'long', 'she', 'was', 'four', 'years', 'old', 'when', 'my', 'daughter', 'challenged', 'me', 'to', 'start', 'a', 'company', 'to', 'make', 'clothes', 'continue', 'reading']"
60,Noted 13-year-old Chef with Autism Inspires Major TV Campaign,https://www.autismparentingmagazine.com/,category-autism-articles,"In many ways, Chase Bailey is a regular 13-year-old boy from California. But he is different and exceptional because he was diagnosed with autism as a toddler. Even before he started preschool, his mother Mary worked with physicians, therapists and educators to ensure that Chase would receive the kind of specialist therapy he needed to… Continue Reading
",https://www.autismparentingmagazine.com/noted-13-year-old-chef-with-autism-inspires-major-tv-campaign/,"['in', 'many', 'ways', 'chase', 'bailey', 'is', 'a', 'regular', '13', 'year', 'old', 'boy', 'from', 'california', 'but', 'he', 'is', 'different', 'and', 'exceptional', 'because', 'he', 'was', 'diagnosed', 'with', 'autism', 'as', 'a', 'toddler', 'even', 'before', 'he', 'started', 'preschool', 'his', 'mother', 'mary', 'worked', 'with', 'physicians', 'therapists', 'and', 'educators', 'to', 'ensure', 'that', 'chase', 'would', 'receive', 'the', 'kind', 'of', 'specialist', 'therapy', 'he', 'needed', 'to', 'continue', 'reading']"
61,Dentist Develops New Calming Product for Kids on the Spectrum The b-Calm – A Mother’s Review,https://www.autismparentingmagazine.com/,category-autism-articles,"When I met Dr. Ken Budke, I immediately knew he was full of energy, ambition, and innovation.  I didn’t expect to be taken with a product he invented nearly 10 years ago, the bCalm. As a dentist for 38 years, one of the primary complaints from patients was the sound of the dental drill.  This… Continue Reading
",https://www.autismparentingmagazine.com/dentist-develops-new-calming-product-for-kids-on-the-spectrum-the-b-calm-a-mothers-review/,"['when', 'i', 'met', 'dr', 'ken', 'budke', 'i', 'immediately', 'knew', 'he', 'was', 'full', 'of', 'energy', 'ambition', 'and', 'innovation', 'i', 'didn', 't', 'expect', 'to', 'be', 'taken', 'with', 'a', 'product', 'he', 'invented', 'nearly', '10', 'years', 'ago', 'the', 'bcalm', 'as', 'a', 'dentist', 'for', '38', 'years', 'one', 'of', 'the', 'primary', 'complaints', 'from', 'patients', 'was', 'the', 'sound', 'of', 'the', 'dental', 'drill', 'this', 'continue', 'reading']"
62,Mother of an Autistic Son,https://www.autismparentingmagazine.com/,category-autism-articles,"I find myself caring for the Chia Pet, Watering it and putting the little plastic bag on it so that the seeds will bloom. I’m not sure if mothers of typical kids would find themselves doing this too. Do all mothers end up feeding their kids’ puppies and watering their kids’ plants? How much should… Continue Reading
",https://www.autismparentingmagazine.com/mother-of-autistic-son/,"['i', 'find', 'myself', 'caring', 'for', 'the', 'chia', 'pet', 'watering', 'it', 'and', 'putting', 'the', 'little', 'plastic', 'bag', 'on', 'it', 'so', 'that', 'the', 'seeds', 'will', 'bloom', 'i', 'm', 'not', 'sure', 'if', 'mothers', 'of', 'typical', 'kids', 'would', 'find', 'themselves', 'doing', 'this', 'too', 'do', 'all', 'mothers', 'end', 'up', 'feeding', 'their', 'kids', 'puppies', 'and', 'watering', 'their', 'kids', 'plants', 'how', 'much', 'should', 'continue', 'reading']"
63,Before…,https://www.autismparentingmagazine.com/,category-autism-articles,"Before you were born we thought we knew what to expect. Before you were born I had your life all planned out. Before you were born we made everything perfect. Before you were born I just knew who you’d be. Before you were three I noticed something strange. Before you were three we lost our… Continue Reading
",https://www.autismparentingmagazine.com/before-autism-poetry/,"['before', 'you', 'were', 'born', 'we', 'thought', 'we', 'knew', 'what', 'to', 'expect', 'before', 'you', 'were', 'born', 'i', 'had', 'your', 'life', 'all', 'planned', 'out', 'before', 'you', 'were', 'born', 'we', 'made', 'everything', 'perfect', 'before', 'you', 'were', 'born', 'i', 'just', 'knew', 'who', 'you', 'd', 'be', 'before', 'you', 'were', 'three', 'i', 'noticed', 'something', 'strange', 'before', 'you', 'were', 'three', 'we', 'lost', 'our', 'continue', 'reading']"
64,Autism,https://www.autismparentingmagazine.com/,category-autism-articles,"I have this gorgeous nephew you should see his beautiful face And I watch him wonder back and forth seemingly lost within this place Although he speaks, it’s very rare and he often walks around The melt down that he has sometimes sees him roll upon the ground His favorite thing is his trampoline he… Continue Reading
",https://www.autismparentingmagazine.com/poem-autism/,"['i', 'have', 'this', 'gorgeous', 'nephew', 'you', 'should', 'see', 'his', 'beautiful', 'face', 'and', 'i', 'watch', 'him', 'wonder', 'back', 'and', 'forth', 'seemingly', 'lost', 'within', 'this', 'place', 'although', 'he', 'speaks', 'it', 's', 'very', 'rare', 'and', 'he', 'often', 'walks', 'around', 'the', 'melt', 'down', 'that', 'he', 'has', 'sometimes', 'sees', 'him', 'roll', 'upon', 'the', 'ground', 'his', 'favorite', 'thing', 'is', 'his', 'trampoline', 'he', 'continue', 'reading']"
65,Levels,https://www.autismparentingmagazine.com/,category-autism-articles,"A blur of colors, lights, and sounds People moving People who might try to interact with me Even though doing so would be as strange as interacting with an alien Level 3 That building stress inside me as I try to press through and do Life Cackling voices, high and low, blending together, deafening A… Continue Reading
",https://www.autismparentingmagazine.com/levels-living-fulfilling-life/,"['a', 'blur', 'of', 'colors', 'lights', 'and', 'sounds', 'people', 'moving', 'people', 'who', 'might', 'try', 'to', 'interact', 'with', 'me', 'even', 'though', 'doing', 'so', 'would', 'be', 'as', 'strange', 'as', 'interacting', 'with', 'an', 'alien', 'level', '3', 'that', 'building', 'stress', 'inside', 'me', 'as', 'i', 'try', 'to', 'press', 'through', 'and', 'do', 'life', 'cackling', 'voices', 'high', 'and', 'low', 'blending', 'together', 'deafening', 'a', 'continue', 'reading']"
66,Light and Shadow,https://www.autismparentingmagazine.com/,category-autism-articles,"Lost and lone in the darkness of my chaotic world show me the way to walk to yours Be my interpreter as I travel with you teach me the words that end my silence Hold me on my outbursts my terrible fears of realizing how different your world is to me Give me the clues… Continue Reading
",https://www.autismparentingmagazine.com/light-and-shadow/,"['lost', 'and', 'lone', 'in', 'the', 'darkness', 'of', 'my', 'chaotic', 'world', 'show', 'me', 'the', 'way', 'to', 'walk', 'to', 'yours', 'be', 'my', 'interpreter', 'as', 'i', 'travel', 'with', 'you', 'teach', 'me', 'the', 'words', 'that', 'end', 'my', 'silence', 'hold', 'me', 'on', 'my', 'outbursts', 'my', 'terrible', 'fears', 'of', 'realizing', 'how', 'different', 'your', 'world', 'is', 'to', 'me', 'give', 'me', 'the', 'clues', 'continue', 'reading']"
67,Social Stories for Autistic Children,https://www.autismparentingmagazine.com/,category-autism-articles,"Children with autism spectrum disorder (ASD) can sometimes have difficulty when it comes to mastering social skills, as well as communication skills. The good news is there are various strategies or tools developed by experts to help people caring for children with ASD so they grow and succeed. Among these tools are the social stories… Continue Reading
",https://www.autismparentingmagazine.com/social-stories-for-autistic-children/,"['children', 'with', 'autism', 'spectrum', 'disorder', 'asd', 'can', 'sometimes', 'have', 'difficulty', 'when', 'it', 'comes', 'to', 'mastering', 'social', 'skills', 'as', 'well', 'as', 'communication', 'skills', 'the', 'good', 'news', 'is', 'there', 'are', 'various', 'strategies', 'or', 'tools', 'developed', 'by', 'experts', 'to', 'help', 'people', 'caring', 'for', 'children', 'with', 'asd', 'so', 'they', 'grow', 'and', 'succeed', 'among', 'these', 'tools', 'are', 'the', 'social', 'stories', 'continue', 'reading']"
68,Signs of Autism in Infants and Children,https://www.autismparentingmagazine.com/,category-autism-articles,"Early signs of autism spectrum disorder (ASD) can be detected in infants, yet many children with autism do not receive a diagnosis until the ages of two or three. While not every autistic baby is able to be diagnosed as an infant, there are many benefits to receiving a diagnosis before reaching preschool age. According… Continue Reading
",https://www.autismparentingmagazine.com/signs-of-autism-children/,"['early', 'signs', 'of', 'autism', 'spectrum', 'disorder', 'asd', 'can', 'be', 'detected', 'in', 'infants', 'yet', 'many', 'children', 'with', 'autism', 'do', 'not', 'receive', 'a', 'diagnosis', 'until', 'the', 'ages', 'of', 'two', 'or', 'three', 'while', 'not', 'every', 'autistic', 'baby', 'is', 'able', 'to', 'be', 'diagnosed', 'as', 'an', 'infant', 'there', 'are', 'many', 'benefits', 'to', 'receiving', 'a', 'diagnosis', 'before', 'reaching', 'preschool', 'age', 'according', 'continue', 'reading']"
69,"Autism, Head Banging and other Self Harming Behavior",https://www.autismparentingmagazine.com/,category-applied-behavior-analysis-aba,"For children with autism spectrum disorder (ASD), head banging is a common way to self-soothe and communicate needs. Both neurotypical and autistic babies and toddlers seek to recreate the rhythm that stimulated their vestibular system while in utero. Other rhythmic habits that fuel a child’s kinesthetic drive include head rolling, body rocking, biting, and thumb… Continue Reading
",https://www.autismparentingmagazine.com/autism-self-harm/,"['for', 'children', 'with', 'autism', 'spectrum', 'disorder', 'asd', 'head', 'banging', 'is', 'a', 'common', 'way', 'to', 'self', 'soothe', 'and', 'communicate', 'needs', 'both', 'neurotypical', 'and', 'autistic', 'babies', 'and', 'toddlers', 'seek', 'to', 'recreate', 'the', 'rhythm', 'that', 'stimulated', 'their', 'vestibular', 'system', 'while', 'in', 'utero', 'other', 'rhythmic', 'habits', 'that', 'fuel', 'a', 'child', 's', 'kinesthetic', 'drive', 'include', 'head', 'rolling', 'body', 'rocking', 'biting', 'and', 'thumb', 'continue', 'reading']"
70,The Best Academic Choice for Your Child’s Needs – A Special Guide to Educational Options,https://www.autismparentingmagazine.com/,category-autism-articles,"As parents who quickly become attuned to our child’s strengths, struggles, and achievements, it can be daunting to imagine handing our kid off to a teacher come August. We hope these new adults in our child’s life understand our child just as well as we do. Selecting the right academic environment for your student may… Continue Reading
",https://www.autismparentingmagazine.com/educational-options-special-guide/,"['as', 'parents', 'who', 'quickly', 'become', 'attuned', 'to', 'our', 'child', 's', 'strengths', 'struggles', 'and', 'achievements', 'it', 'can', 'be', 'daunting', 'to', 'imagine', 'handing', 'our', 'kid', 'off', 'to', 'a', 'teacher', 'come', 'august', 'we', 'hope', 'these', 'new', 'adults', 'in', 'our', 'child', 's', 'life', 'understand', 'our', 'child', 'just', 'as', 'well', 'as', 'we', 'do', 'selecting', 'the', 'right', 'academic', 'environment', 'for', 'your', 'student', 'may', 'continue', 'reading']"
71,Helpful Links,https://www.autismparentingmagazine.com/,category-autism-articles,"Big Apple Oranges – The resource for NYC special needs children and their families Why the name ‘Big Apple Oranges’? Well, Big Apple refers to New York City and this guide is for families with special needs children in the 5 boroughs (although the laws and regulations are state-wide). The orange, like the apple, is… Continue Reading
",https://www.autismparentingmagazine.com/helpful-links/,"['big', 'apple', 'oranges', 'the', 'resource', 'for', 'nyc', 'special', 'needs', 'children', 'and', 'their', 'families', 'why', 'the', 'name', 'big', 'apple', 'oranges', 'well', 'big', 'apple', 'refers', 'to', 'new', 'york', 'city', 'and', 'this', 'guide', 'is', 'for', 'families', 'with', 'special', 'needs', 'children', 'in', 'the', '5', 'boroughs', 'although', 'the', 'laws', 'and', 'regulations', 'are', 'state', 'wide', 'the', 'orange', 'like', 'the', 'apple', 'is', 'continue', 'reading']"
72,Autism Schools and Education Facilities – The Ultimate Guide,https://www.autismparentingmagazine.com/,category-autism-articles,"As we all know, no two children diagnosed with autism spectrum disorder are alike.  Experts agree, children with autism learn differently and have a wide range of developmental and educational needs. Unfortunately, teachers and support staff are often unfamiliar with the special needs of kids diagnosed with autism and struggle to teach them effectively.  And,… Continue Reading
",https://www.autismparentingmagazine.com/autism-schools/,"['as', 'we', 'all', 'know', 'no', 'two', 'children', 'diagnosed', 'with', 'autism', 'spectrum', 'disorder', 'are', 'alike', 'experts', 'agree', 'children', 'with', 'autism', 'learn', 'differently', 'and', 'have', 'a', 'wide', 'range', 'of', 'developmental', 'and', 'educational', 'needs', 'unfortunately', 'teachers', 'and', 'support', 'staff', 'are', 'often', 'unfamiliar', 'with', 'the', 'special', 'needs', 'of', 'kids', 'diagnosed', 'with', 'autism', 'and', 'struggle', 'to', 'teach', 'them', 'effectively', 'and', 'continue', 'reading']"
73,Best Essential Oils for Autism and ADHD – The Ultimate Guide,https://www.autismparentingmagazine.com/,category-autism-articles,"  When you hear the words “essential oils,” one image that might pop into your mind is going to the spa for some much-needed relaxation. Essentials oils are sometimes associated with spas because they are often used by a massage therapist or masseuse during a therapy session. But did you know essential oils can be… Continue Reading
",https://www.autismparentingmagazine.com/essential-oils-for-autism-adhd-add/,"['when', 'you', 'hear', 'the', 'words', 'essential', 'oils', 'one', 'image', 'that', 'might', 'pop', 'into', 'your', 'mind', 'is', 'going', 'to', 'the', 'spa', 'for', 'some', 'much', 'needed', 'relaxation', 'essentials', 'oils', 'are', 'sometimes', 'associated', 'with', 'spas', 'because', 'they', 'are', 'often', 'used', 'by', 'a', 'massage', 'therapist', 'or', 'masseuse', 'during', 'a', 'therapy', 'session', 'but', 'did', 'you', 'know', 'essential', 'oils', 'can', 'be', 'continue', 'reading']"
74,Autism Friendly Products and Services – The Ultimate Guide,https://www.autismparentingmagazine.com/,category-autism-articles,"Are you having a tough time finding autism friendly products and services when you need them? Is it hard to find locate autism friendly activities, vacation spots or sensory toys? Providing families affected by autism and those individuals diagnosed on the spectrum with the latest information is a key objective here at Autism Parenting Magazine. … Continue Reading
",https://www.autismparentingmagazine.com/autism-friendly-products-services/,"['are', 'you', 'having', 'a', 'tough', 'time', 'finding', 'autism', 'friendly', 'products', 'and', 'services', 'when', 'you', 'need', 'them', 'is', 'it', 'hard', 'to', 'find', 'locate', 'autism', 'friendly', 'activities', 'vacation', 'spots', 'or', 'sensory', 'toys', 'providing', 'families', 'affected', 'by', 'autism', 'and', 'those', 'individuals', 'diagnosed', 'on', 'the', 'spectrum', 'with', 'the', 'latest', 'information', 'is', 'a', 'key', 'objective', 'here', 'at', 'autism', 'parenting', 'magazine', 'continue', 'reading']"
75,Autism Resources for Parents – The Ultimate New Guide,https://www.autismparentingmagazine.com/,category-autism-articles,"Are you looking for Autism Resources to help you and your child? With its vast amount of data and accessibility, the Internet has become a powerful tool in the search for up-to-date information. Chances are, however, you don’t have the extra time needed to filter the infinite amount of autism resources and information as you… Continue Reading
",https://www.autismparentingmagazine.com/autism-resources-parents/,"['are', 'you', 'looking', 'for', 'autism', 'resources', 'to', 'help', 'you', 'and', 'your', 'child', 'with', 'its', 'vast', 'amount', 'of', 'data', 'and', 'accessibility', 'the', 'internet', 'has', 'become', 'a', 'powerful', 'tool', 'in', 'the', 'search', 'for', 'up', 'to', 'date', 'information', 'chances', 'are', 'however', 'you', 'don', 't', 'have', 'the', 'extra', 'time', 'needed', 'to', 'filter', 'the', 'infinite', 'amount', 'of', 'autism', 'resources', 'and', 'information', 'as', 'you', 'continue', 'reading']"
76,Helping People With Autism Communicate in a Disaster,https://www.autismparentingmagazine.com/,category-autism-articles,"Lately, the news has been immersed in images of the city of Houston, Texas  swallowed by a torrent of flood water.  We’ve felt sympathy for those affected, we’ve  worried about their welfare. And we’ve all probably thought, “What if that was my family?” We hope it will never happen, but sometimes it does.  Fire, flood,… Continue Reading
",https://www.autismparentingmagazine.com/help-autism-communicate-in-disaster/,"['lately', 'the', 'news', 'has', 'been', 'immersed', 'in', 'images', 'of', 'the', 'city', 'of', 'houston', 'texas', 'swallowed', 'by', 'a', 'torrent', 'of', 'flood', 'water', 'we', 've', 'felt', 'sympathy', 'for', 'those', 'affected', 'we', 've', 'worried', 'about', 'their', 'welfare', 'and', 'we', 've', 'all', 'probably', 'thought', 'what', 'if', 'that', 'was', 'my', 'family', 'we', 'hope', 'it', 'will', 'never', 'happen', 'but', 'sometimes', 'it', 'does', 'fire', 'flood', 'continue', 'reading']"
77,Helping Special Needs Children Communicate in an Emergency,https://www.autismparentingmagazine.com/,category-autism-articles,"Friendship can lead to some of the most amazing achievements. When Sharon Jalette of Farmingville, NY, was asked by a friend to create an identifying tag for her nonverbal child with autism to wear in the car in the event of an emergency, she jumped at the chance to help.  As the child of a… Continue Reading
",https://www.autismparentingmagazine.com/autism-communicating-in-emergency/,"['friendship', 'can', 'lead', 'to', 'some', 'of', 'the', 'most', 'amazing', 'achievements', 'when', 'sharon', 'jalette', 'of', 'farmingville', 'ny', 'was', 'asked', 'by', 'a', 'friend', 'to', 'create', 'an', 'identifying', 'tag', 'for', 'her', 'nonverbal', 'child', 'with', 'autism', 'to', 'wear', 'in', 'the', 'car', 'in', 'the', 'event', 'of', 'an', 'emergency', 'she', 'jumped', 'at', 'the', 'chance', 'to', 'help', 'as', 'the', 'child', 'of', 'a', 'continue', 'reading']"
78,How to Choose the Best GPS Tracker for Your Special Needs Child,https://www.autismparentingmagazine.com/,category-autism-articles,"If you have a child with autism spectrum disorder (ASD), you already know there is a high risk that he/she might try to elope, or wander off without permission.  For such parents, a GPS tracker is not a luxury—it’s a necessity.  There are a large number of products on the market to help protect children… Continue Reading
",https://www.autismparentingmagazine.com/best-gps-tracker-for-autism/,"['if', 'you', 'have', 'a', 'child', 'with', 'autism', 'spectrum', 'disorder', 'asd', 'you', 'already', 'know', 'there', 'is', 'a', 'high', 'risk', 'that', 'he', 'she', 'might', 'try', 'to', 'elope', 'or', 'wander', 'off', 'without', 'permission', 'for', 'such', 'parents', 'a', 'gps', 'tracker', 'is', 'not', 'a', 'luxury', 'it', 's', 'a', 'necessity', 'there', 'are', 'a', 'large', 'number', 'of', 'products', 'on', 'the', 'market', 'to', 'help', 'protect', 'children', 'continue', 'reading']"
79,Safety Measures You Need to Take After an Autism Diagnosis,https://www.autismparentingmagazine.com/,category-autism-articles,"After your child has been diagnosed with autism spectrum disorder (ASD), a rush of thoughts may invade your mind.  Many questions might run through your mind: what do I do next? How do I prepare? Why has this happened? How do I cope? Though each question is valid, sometimes the uncertainty of it all can… Continue Reading
",https://www.autismparentingmagazine.com/safety-measures-after-diagnosis/,"['after', 'your', 'child', 'has', 'been', 'diagnosed', 'with', 'autism', 'spectrum', 'disorder', 'asd', 'a', 'rush', 'of', 'thoughts', 'may', 'invade', 'your', 'mind', 'many', 'questions', 'might', 'run', 'through', 'your', 'mind', 'what', 'do', 'i', 'do', 'next', 'how', 'do', 'i', 'prepare', 'why', 'has', 'this', 'happened', 'how', 'do', 'i', 'cope', 'though', 'each', 'question', 'is', 'valid', 'sometimes', 'the', 'uncertainty', 'of', 'it', 'all', 'can', 'continue', 'reading']"
80,Keeping Kids with Autism Safe When Violence Erupts,https://www.autismparentingmagazine.com/,category-autism-articles,"Every school must prepare for the unthinkable: violence in the building.  That violence can come from two specific sources: an “internal” source, like a student in the school, or an “external” source, like an intruder that gets into the building with the intent to hurt or kill people. Our administrators, teachers, support staff, and students… Continue Reading
",https://www.autismparentingmagazine.com/keeping-autism-children-safe/,"['every', 'school', 'must', 'prepare', 'for', 'the', 'unthinkable', 'violence', 'in', 'the', 'building', 'that', 'violence', 'can', 'come', 'from', 'two', 'specific', 'sources', 'an', 'internal', 'source', 'like', 'a', 'student', 'in', 'the', 'school', 'or', 'an', 'external', 'source', 'like', 'an', 'intruder', 'that', 'gets', 'into', 'the', 'building', 'with', 'the', 'intent', 'to', 'hurt', 'or', 'kill', 'people', 'our', 'administrators', 'teachers', 'support', 'staff', 'and', 'students', 'continue', 'reading']"
81,Smart Ways to Deal with Sexuality and Autism,https://www.autismparentingmagazine.com/,category-autism-articles,"Life is filled with challenges for all of us, and for kids on the spectrum, the challenges can be even more difficult.  As anyone who has experience with the spectrum knows, we often concern ourselves with education and social interaction as main goals for helping our kids.  After all, life is made up of one… Continue Reading
",https://www.autismparentingmagazine.com/dealing-sexuality-and-autism/,"['life', 'is', 'filled', 'with', 'challenges', 'for', 'all', 'of', 'us', 'and', 'for', 'kids', 'on', 'the', 'spectrum', 'the', 'challenges', 'can', 'be', 'even', 'more', 'difficult', 'as', 'anyone', 'who', 'has', 'experience', 'with', 'the', 'spectrum', 'knows', 'we', 'often', 'concern', 'ourselves', 'with', 'education', 'and', 'social', 'interaction', 'as', 'main', 'goals', 'for', 'helping', 'our', 'kids', 'after', 'all', 'life', 'is', 'made', 'up', 'of', 'one', 'continue', 'reading']"
82,Simple Ways to Make Pokémon GO! Safe with Autism,https://www.autismparentingmagazine.com/,category-autism-articles,"By now you have probably heard of Pokémon Go!  It is a mobile game developed by Niantic that includes location-based augmentative reality.  In other words, using the GPS on your phone, the game identifies real-world locations near you and the “digital you” on your phone screen searches for, captures and trains Pokémons in your own… Continue Reading
",https://www.autismparentingmagazine.com/make-pokemon-go-safe/,"['by', 'now', 'you', 'have', 'probably', 'heard', 'of', 'pokémon', 'go', 'it', 'is', 'a', 'mobile', 'game', 'developed', 'by', 'niantic', 'that', 'includes', 'location', 'based', 'augmentative', 'reality', 'in', 'other', 'words', 'using', 'the', 'gps', 'on', 'your', 'phone', 'the', 'game', 'identifies', 'real', 'world', 'locations', 'near', 'you', 'and', 'the', 'digital', 'you', 'on', 'your', 'phone', 'screen', 'searches', 'for', 'captures', 'and', 'trains', 'pokémons', 'in', 'your', 'own', 'continue', 'reading']"
